Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
DVYE,iShares Emerging Markets Dividend ETF,Equity,"US$627,583,964.00 ",11.41%,"194,924",US$41.70 ,-0.57%,No,No,1.66%,7.98%,-2.41%,69.26%,19.72%,"US$47,840,357.50 ","US$8,138,282.00 ","US$47,840,357.50 ","US$191,500,030.00 ","US$399,236,738.00 ","US$454,955,738.00 ",Emerging Markets Equities,23/2/2012,0.49%,Fidelity,US$2.13 ,18/12/2018,US$0.41 ,5.14%,9.36,0.78,98,19.08%,35%,15%,1099,US$38.02 ,US$41.98 ,N/A,N/A,67.45,A-,B+,A-,B-,B+,A,B,4.29,1.04%,13.75%,660.92,8.58%,2.28%
EDIV,SPDR S&P Emerging Markets Dividend ETF,Equity,"US$554,093,488.00 ",9.11%,"131,495",US$32.57 ,-0.70%,No,No,1.40%,6.06%,-5.21%,57.66%,12.34%,"US$113,707,992.00 ","US$11,110,501.00 ","US$113,707,992.00 ","US$118,874,483.00 ","US$244,295,340.00 ","US$163,253,814.50 ",Emerging Markets Equities,23/2/2011,0.49%,Charles Schwab,US$1.02 ,21/12/2018,US$0.10 ,3.18%,9.4,0.82,99,26.70%,35%,15%,1099,US$30.41 ,US$32.75 ,US$32.47 ,US$32.66 ,64.28,A-,B+,A,C+,B,A,B,4.84,2.59%,29.10%,450.49,2.16%,3.36%
FEM,First Trust Emerging Markets AlphaDEX Fund,Equity,"US$548,759,085.00 ",10.91%,"292,469",US$25.32 ,-0.35%,No,No,2.47%,9.14%,-14.04%,61.35%,26.57%,"US$47,991,087.50 ","US$7,472,667.00 ","US$47,991,087.50 ","US$113,222,135.00 ","US$424,953,945.50 ","US$269,563,175.03 ",Emerging Markets Equities,19/4/2011,0.80%,N/A,US$0.80 ,18/12/2018,US$0.07 ,3.21%,8.51,1.02,151,14.03%,35%,15%,1099,US$22.95 ,US$25.44 ,N/A,N/A,66.16,A-,B+,C+,A-,B,A-,B+,3.29,0.93%,2.04%,1304.04,1.98%,2.28%
TLTE,FlexShares Morningstar Emerging Market Factor Tilt Index ETF,Equity,"US$519,263,629.00 ",10.25%,"56,931",US$52.90 ,-0.30%,No,No,1.71%,8.74%,-15.13%,46.23%,23.75%,"US$10,294,656.00 ","US$10,294,656.00 ","US$10,294,656.00 ","(US$60,498,024.00)","US$233,765,423.00 ","US$288,722,533.00 ",Large Cap Blend Equities,25/9/2012,0.59%,N/A,US$1.45 ,21/12/2018,US$0.23 ,2.80%,15.36,0.88,1070,26.02%,35%,15%,1099,US$48.18 ,US$53.18 ,US$52.74 ,US$52.98 ,65.27,A-,B+,B-,B+,A,B-,A,4.18,16.98%,11.36%,445.75,3.36%,3.20%
EWX,SPDR S&P Emerging Small Cap ETF,Equity,"US$499,190,541.00 ",7.40%,"104,447",US$44.00 ,-0.70%,No,No,1.29%,5.44%,-16.69%,35.13%,15.64%,"US$17,101,554.00 ","US$8,617,974.00 ","US$17,101,554.00 ","US$55,196,785.00 ","US$140,193,985.00 ","(US$117,231,841.00)",Emerging Markets Equities,12/5/2008,0.65%,2 Platforms,US$1.33 ,24/12/2018,US$0.89 ,3.05%,10.07,0.83,1073,3.70%,35%,15%,1099,US$41.43 ,US$44.12 ,US$43.91 ,US$44.12 ,61.58,A,B+,B,A-,A,B+,A,N/A,N/A,N/A,N/A,N/A,N/A
ESGE,iShares ESG MSCI EM ETF,Equity,"US$472,100,460.00 ",10.60%,"148,216",US$33.92 ,-0.38%,No,No,1.98%,9.03%,-12.78%,N/A,N/A,"US$13,203,688.00 ","US$13,203,688.00 ","US$13,203,688.00 ","US$280,014,578.50 ","US$470,379,783.00 ","US$470,379,783.00 ",Emerging Markets Equities,28/6/2016,0.25%,N/A,US$0.67 ,18/12/2018,US$0.42 ,1.97%,12.12,0.69,309,25.81%,39%,20%,1099,US$30.62 ,US$34.13 ,US$33.82 ,US$33.99 ,64.73,N/A,N/A,A,N/A,N/A,N/A,N/A,6,96.74%,66.20%,225.82,0.58%,6.75%
JHEM,John Hancock Multifactor Emerging Markets ETF,Equity,"US$460,556,878.00 ",9.56%,"316,707",US$25.44 ,-0.70%,No,No,1.39%,7.68%,N/A,N/A,N/A,"US$150,041,640.00 ","US$150,041,640.00 ","US$150,041,640.00 ","US$433,814,249.00 ","US$433,814,249.00 ","US$433,814,249.00 ",Emerging Markets Equities,27/9/2018,0.55%,N/A,US$0.05 ,24/12/2018,US$0.05 ,0.19%,12.22,1.37,527,24.98%,39%,20%,1099,US$23.37 ,US$25.63 ,US$25.41 ,US$25.46 ,60.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.24,21.63%,12.50%,393.19,3.55%,3.51%
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Market Equity ETF,Equity,"US$368,247,447.00 ",7.29%,"17,011",US$23.71 ,-0.50%,No,No,0.94%,5.10%,-12.22%,N/A,N/A,"US$8,984,868.00 ",US$0.00 ,"US$4,618,066.00 ","US$57,607,544.00 ","US$391,467,822.00 ","US$391,467,822.00 ",Emerging Markets Equities,31/8/2017,0.49%,N/A,US$0.66 ,28/12/2018,US$0.40 ,2.80%,10.68,0.61,535,18.06%,39%,20%,1099,US$22.35 ,US$23.86 ,US$23.68 ,US$23.76 ,61.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.26,23.84%,13.07%,631.89,5.17%,3.12%
EMQQ,Emerging Markets Internet & Ecommerce ETF,Equity,"US$360,529,278.00 ",13.67%,"149,611",US$30.36 ,-0.46%,No,No,2.08%,10.16%,-26.76%,46.37%,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"(US$27,877,700.00)","US$392,186,960.50 ","US$403,956,960.50 ",Emerging Markets Equities,12/11/2014,0.86%,N/A,US$0.00 ,26/12/2017,US$0.14 ,0.00%,0,1.27,58,60.63%,35%,15%,1099,US$27.44 ,US$30.59 ,N/A,N/A,59.5,B-,B-,C,A,B-,C,C+,3.36,2.14%,2.34%,20.16,0.00%,0.92%
EELV,Invesco S&P Emerging Markets Low Volatility ETF,Equity,"US$311,058,022.00 ",7.38%,"102,216",US$24.43 ,0.04%,No,No,1.45%,6.22%,-5.13%,34.98%,12.92%,"US$22,330,132.50 ",US$0.00 ,"US$22,330,132.50 ","US$74,804,983.00 ","US$174,932,765.50 ","US$145,234,958.73 ",Volatility Hedged Equity,13/1/2012,0.29%,Charles Schwab,US$1.25 ,24/12/2018,US$0.52 ,5.17%,13.85,0.72,202,9.04%,35%,15%,1099,US$22.85 ,US$24.47 ,N/A,N/A,67.65,A,B+,A,A-,A,B-,B+,4.66,63.72%,22.40%,436.8,7.72%,4.72%
BKF,iShares MSCI BRIC ETF,Equity,"US$291,375,389.00 ",11.01%,"96,323",US$41.64 ,-0.53%,No,No,2.44%,8.41%,-13.14%,65.86%,36.36%,"US$94,930,247.50 ","US$94,930,247.50 ","US$94,930,247.50 ","(US$16,499,371.50)","US$49,053,408.50 ","(US$186,429,591.50)",Emerging Markets Equities,12/11/2007,0.67%,2 Platforms,US$0.88 ,18/12/2018,US$0.64 ,2.14%,12.63,1.04,432,34.12%,35%,15%,1099,US$37.94 ,US$41.73 ,N/A,N/A,63.19,B+,B,C+,B-,B,A-,A-,3.7,2.91%,4.53%,382.67,3.17%,5.01%
FLQE,Franklin LibertyQ Emerging Markets ETF,Equity,"US$288,120,739.00 ",6.38%,"30,979",US$30.02 ,-0.27%,No,No,1.76%,4.93%,-10.66%,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"(US$79,422,152.00)","US$232,190,136.00 ","US$232,190,136.00 ",Foreign Large Cap Equities,1/6/2016,0.55%,N/A,US$1.09 ,20/12/2018,US$0.79 ,3.69%,10.77,0.46,198,10.98%,39%,20%,1099,US$28.21 ,US$30.02 ,US$29.96 ,US$30.05 ,63.08,N/A,N/A,A-,N/A,N/A,N/A,N/A,4.6,57.91%,20.66%,505.63,5.04%,5.03%
EEMS,iShares MSCI Emerging Markets Small-Cap ETF,Equity,"US$279,406,578.00 ",6.27%,"82,810",US$44.43 ,-0.38%,No,No,1.12%,4.64%,-18.22%,26.28%,12.15%,US$0.00 ,US$0.00 ,US$0.00 ,"US$19,384,208.50 ","US$184,287,437.50 ","US$254,321,937.50 ",Mid Cap Blend Equities,16/8/2011,0.67%,Fidelity,US$1.28 ,18/12/2018,US$0.79 ,2.92%,11.51,0.83,1250,7.90%,35%,15%,1099,US$42.03 ,US$44.47 ,US$44.30 ,US$44.51 ,61.36,A-,B+,C+,A-,A,B-,A,N/A,N/A,N/A,N/A,N/A,N/A
JPEM,JPMorgan Diversified Return Emerging Markets Equity ETF,Equity,"US$277,807,733.00 ",7.59%,"61,611",US$54.70 ,-0.49%,No,No,1.15%,5.42%,-10.74%,48.03%,N/A,"US$31,160,588.00 ",US$0.00 ,"US$21,127,642.00 ","US$118,528,813.00 ","US$237,655,481.00 ","US$259,900,151.00 ",Emerging Markets Equities,7/1/2015,0.47%,N/A,US$1.42 ,24/12/2018,US$0.21 ,2.60%,10.65,0.8,598,15.01%,35%,15%,1099,US$51.43 ,US$54.90 ,US$54.58 ,US$54.84 ,62.94,A,B-,A,B,A,B+,A,4.39,39.53%,15.99%,569.24,3.25%,4.80%
XSOE,WisdomTree Emerging Markets ex-State-Owned Enterprises Fund,Equity,"US$271,604,403.00 ",10.05%,"131,144",US$28.13 ,-0.42%,No,No,1.81%,8.86%,-15.99%,56.76%,N/A,"US$28,856,215.00 ","US$11,028,922.00 ","US$16,277,763.00 ","US$248,252,622.00 ","US$278,886,568.00 ","US$271,192,533.89 ",Emerging Markets Equities,10/12/2014,0.32%,E*TRADE,US$0.40 ,24/12/2018,US$0.09 ,1.44%,15.59,0.99,524,33.30%,35%,15%,1099,US$25.50 ,US$28.33 ,US$28.05 ,US$28.21 ,63.96,A-,C,B+,B,B-,A,A,4.44,43.26%,17.02%,206.79,2.32%,4.51%
EMGF,iShares Edge MSCI Multifactor Emerging Markets ETF,Equity,"US$269,744,761.00 ",11.21%,"100,795",US$43.07 ,-0.21%,No,No,2.47%,10.29%,-15.47%,47.37%,N/A,"(US$22,976,916.00)",US$0.00 ,US$0.00 ,"US$156,481,604.00 ","US$299,725,668.00 ","US$299,725,668.00 ",Foreign Large Cap Equities,8/12/2015,0.45%,N/A,US$1.06 ,18/12/2018,US$0.73 ,2.48%,10,0.89,195,24.52%,39%,20%,1099,US$38.49 ,US$43.26 ,US$42.84 ,US$43.20 ,65.48,N/A,N/A,B-,N/A,N/A,N/A,B+,4.1,12.67%,9.92%,552.38,1.03%,7.02%
QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF,Equity,"US$263,902,546.00 ",8.92%,"13,618",US$59.22 ,-0.22%,No,No,1.54%,7.05%,-10.51%,40.28%,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"US$47,395,509.50 ","US$146,115,969.00 ","US$247,993,630.00 ",Foreign Large Cap Equities,4/6/2014,0.30%,Charles Schwab,US$1.55 ,21/12/2018,US$1.19 ,2.67%,11.08,0.74,785,19.24%,35%,15%,1099,US$54.54 ,US$59.56 ,N/A,N/A,65.89,A,B,A,A-,A-,B-,A,4.6,57.44%,20.51%,345.49,4.77%,5.84%
EDC,Direxion Daily Emerging Markets Bull 3X Shares,Equity,"US$261,724,261.00 ",28.95%,"306,929",US$80.97 ,-2.25%,No,3x,3.65%,23.62%,-46.50%,112.68%,-5.36%,"(US$9,781,091.00)",US$0.00 ,"(US$25,314,939.00)","US$40,847,566.00 ","(US$25,643,710.48)","(US$76,615,604.85)",Leveraged Equities,17/12/2008,1.26%,N/A,US$0.49 ,27/12/2018,US$0.02 ,0.59%,10.5,2.79,2,100.00%,35%,15%,1099,US$63.28 ,US$82.47 ,US$80.36 ,US$81.53 ,61.62,B,A-,B,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,Equity,"US$259,678,588.00 ",8.77%,"124,355",US$25.05 ,-0.48%,No,No,0.93%,7.19%,-8.77%,38.16%,N/A,"(US$32,644,239.00)","(US$11,081,874.50)","(US$30,335,739.00)","(US$134,369,035.50)","US$77,184.50 ","US$241,711,684.50 ",Emerging Markets Equities,23/9/2014,0.67%,N/A,US$0.55 ,28/12/2018,US$0.36 ,2.16%,10.45,0.71,2,100.00%,39%,20%,1099,US$23.21 ,US$25.28 ,N/A,N/A,62.3,B+,A-,B-,B+,A-,B-,C,N/A,N/A,N/A,N/A,N/A,N/A
PIE,Invesco DWA Emerging Markets Momentum ETF,Equity,"US$174,215,503.00 ",7.33%,"89,877",US$16.70 ,-0.36%,No,No,1.77%,5.63%,-20.51%,24.29%,7.22%,"(US$8,930,317.00)",US$0.00 ,"(US$8,930,317.00)","(US$24,323,304.50)","US$8,962,970.50 ","(US$67,357,863.00)",Emerging Markets Equities,28/12/2007,0.90%,Charles Schwab,US$0.52 ,24/12/2018,US$0.19 ,3.11%,16.08,0.8,101,24.05%,35%,15%,1099,US$15.58 ,US$16.66 ,N/A,N/A,60.31,B,B+,C,B-,A,C,B,4.78,70.23%,27.43%,618.75,0.00%,3.33%
UEVM,USAA MSCI Emerging Markets Value Momentum Blend Index ETF,Equity,"US$172,657,596.00 ",7.98%,"6,084",US$45.06 ,-0.73%,No,No,1.17%,7.01%,-16.12%,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"US$91,417,931.50 ","US$185,588,208.00 ","US$185,588,208.00 ",Foreign Large Cap Equities,24/10/2017,0.45%,N/A,US$0.98 ,17/12/2018,US$0.27 ,2.20%,7.24,0.67,234,11.47%,39%,20%,1099,US$41.57 ,US$45.43 ,US$45.01 ,US$45.08 ,61.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.88,5.58%,6.74%,507.16,4.35%,6.80%
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,Equity,"US$155,434,470.00 ",9.60%,"58,682",US$35.28 ,-0.82%,No,No,2.02%,8.39%,-20.92%,51.04%,19.06%,"(US$14,837,478.00)","(US$6,891,718.00)","(US$6,891,718.00)","(US$95,087,158.00)","US$136,014,004.00 ","US$117,441,068.50 ",Emerging Markets Equities,15/2/2012,0.80%,N/A,US$1.51 ,18/12/2018,US$0.41 ,4.27%,8.02,0.9,201,10.60%,35%,15%,1099,US$32.04 ,US$35.48 ,N/A,N/A,63.03,B+,B,C+,A,B-,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A
BICK,First Trust BICK Index Fund,Equity,"US$147,941,794.00 ",11.52%,"19,569",US$27.60 ,-0.29%,No,No,2.37%,10.00%,-14.23%,63.61%,31.61%,"(US$9,622,052.00)","US$4,091,068.50 ","(US$1,080,883.00)","(US$64,293,285.00)","US$131,656,547.00 ","US$123,632,203.87 ",Foreign Large Cap Equities,12/4/2010,0.64%,N/A,US$0.48 ,18/12/2018,US$0.20 ,1.74%,14.17,1,90,18.02%,35%,15%,1099,US$24.73 ,US$27.66 ,US$27.46 ,US$27.69 ,64.28,C+,C,B,B-,C,C+,B,3.94,7.33%,7.42%,279.01,7.22%,2.98%
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Equity,"US$134,074,348.00 ",11.01%,"7,079",US$40.04 ,-0.02%,No,No,2.09%,7.98%,-14.27%,56.38%,31.57%,"US$1,881,836.50 ",US$0.00 ,"US$1,881,836.50 ","(US$22,608,428.50)","(US$26,485,532.50)","(US$87,759,461.50)",Emerging Markets Equities,13/11/2002,0.18%,N/A,US$0.78 ,24/12/2018,US$0.12 ,1.94%,16.86,1.07,51,61.61%,35%,15%,1099,US$36.95 ,US$40.15 ,N/A,N/A,61.46,B+,B-,A,A-,B,B,C+,4.34,33.49%,14.89%,316.52,2.24%,1.15%
DBEM,Xtrackers MSCI Emerging Markets Currency-Hedged Equity Fund,Equity,"US$126,515,249.00 ",6.56%,"51,582",US$22.26 ,-0.62%,No,No,0.91%,6.05%,-10.50%,35.31%,22.11%,"US$1,069,003.50 ",US$0.00 ,"US$1,069,003.50 ","(US$95,736,820.50)","(US$40,569,884.50)","US$100,326,018.50 ",Emerging Markets Equities,9/6/2011,0.65%,E*TRADE,US$0.60 ,19/12/2018,US$0.60 ,2.69%,10.51,0.76,902,24.35%,35%,15%,1099,US$20.96 ,US$22.41 ,US$22.18 ,US$22.37 ,60.55,A,B+,B-,A-,A,A-,A,4.34,32.91%,14.85%,348.72,3.06%,4.09%
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Equity,"US$104,581,998.00 ",10.07%,"23,779",US$61.63 ,-0.58%,No,No,1.60%,9.16%,-17.95%,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"US$38,942,958.00 ","US$112,141,242.00 ","US$112,141,242.00 ",Foreign Large Cap Equities,14/6/2016,0.95%,N/A,US$1.33 ,18/12/2018,US$0.28 ,2.16%,7.48,0.81,114,25.74%,39%,20%,1099,US$55.50 ,US$62.18 ,US$61.48 ,US$61.81 ,63.13,N/A,N/A,C,N/A,N/A,N/A,N/A,4.22,19.19%,12.03%,590.31,2.30%,4.56%
EUM,Short MSCI Emerging Markets ProShares,Equity,"US$94,865,769.00 ",-8.78%,"1,244,834",US$18.60 ,0.76%,Yes,No,-1.43%,-7.19%,11.80%,-38.93%,-34.51%,"(US$5,848,609.00)","US$942,599.50 ","(US$5,792,761.00)","(US$64,791,513.50)","(US$256,093,465.00)","(US$203,463,215.00)",Inverse Equities,1/11/2007,0.95%,N/A,US$0.18 ,26/12/2018,US$0.13 ,0.96%,0,-0.88,1087,24.04%,35%,15%,1099,US$18.44 ,US$20.22 ,US$18.56 ,US$18.64 ,37.64,A-,A,B-,A+,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROAM,Hartford Multifactor Emerging Markets ETF,Equity,"US$72,181,623.00 ",9.61%,"31,890",US$24.18 ,-0.21%,No,No,1.72%,7.13%,-9.53%,36.73%,N/A,"US$7,057,632.00 ","US$7,057,632.00 ","US$7,057,632.00 ","US$12,444,507.00 ","US$48,034,526.00 ","US$54,936,723.00 ",Foreign Large Cap Equities,25/2/2015,0.49%,N/A,US$0.56 ,20/12/2018,US$0.34 ,2.33%,10.67,0.69,314,9.41%,35%,15%,1099,US$22.35 ,US$24.21 ,N/A,N/A,65.69,B+,C+,B-,B+,B-,B-,A-,4.71,65.93%,25.61%,467.58,4.32%,4.19%
EDZ,Direxion Daily Emerging Markets Bear 3X Shares,Equity,"US$69,454,163.00 ",-24.71%,"279,316",US$44.98 ,2.37%,Yes,3x,-4.18%,-20.53%,23.89%,-82.57%,-82.15%,"US$13,067,602.00 ",US$0.00 ,"US$12,905,520.50 ","(US$93,956,050.33)","US$87,504,133.67 ","US$82,312,057.56 ",Leveraged Equities,17/12/2008,1.12%,N/A,US$0.41 ,27/12/2018,US$0.25 ,0.93%,0,-2.55,1087,24.04%,35%,15%,1099,US$43.56 ,US$57.84 ,US$44.67 ,US$45.32 ,37.56,B,A-,B,A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
