Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IGF,iShares Global Infrastructure ETF,Equity,"US$2,663,619,664.00 ",8.13%,"469,392",US$42.58 ,-0.33%,No,No,1.26%,6.05%,-3.43%,30.11%,28.98%,"(US$532,127.00)","US$12,590,304.00 ","(US$532,127.00)","US$297,833,723.00 ","US$1,553,167,517.00 ","US$1,991,700,517.00 ",Large Cap Blend Equities,10/12/2007,0.47%,N/A,US$1.39 ,18/12/2018,US$0.69 ,3.25%,17.45,0.55,92,36.00%,35%,15%,1099,US$39.90 ,US$42.84 ,N/A,N/A,65.23,A-,A-,B,A-,B+,A-,A,6.55,85.04%,82.98%,1164.07,34.13%,2.87%
XT,iShares Exponential Technologies ETF,Equity,"US$2,312,067,133.00 ",9.32%,"160,606",US$36.36 ,0.58%,No,No,1.54%,8.47%,-2.72%,65.15%,N/A,"(US$59,057.00)",US$0.00 ,"(US$59,057.00)","US$606,649,750.50 ","US$1,222,158,534.00 ","US$1,361,303,034.00 ",Large Cap Growth Equities,19/3/2015,0.47%,N/A,US$0.48 ,28/12/2018,US$0.01 ,1.33%,20.25,1.07,210,6.60%,35%,15%,1099,US$33.56 ,US$36.43 ,US$36.24 ,US$36.45 ,60.54,N/A,N/A,B+,N/A,N/A,N/A,N/A,5.72,54.45%,56.68%,80.11,5.19%,10.48%
SCHC,Schwab International Small-Cap Equity ETF,Equity,"US$2,184,145,910.00 ",8.25%,"637,019",US$31.50 ,-0.32%,No,No,0.90%,6.06%,-16.33%,26.09%,15.31%,US$0.00 ,US$0.00 ,US$0.00 ,"US$545,819,346.00 ","US$1,487,596,721.00 ","US$1,861,950,617.00 ",Small Cap Blend Equities,14/1/2010,0.12%,Charles Schwab,US$0.73 ,12/12/2018,US$0.73 ,2.31%,15.18,0.84,1833,11.16%,35%,15%,1099,US$29.82 ,US$31.73 ,US$31.44 ,US$31.57 ,60.09,A,A-,A,B+,A+,A,A-,5.49,53.21%,48.46%,211.45,3.32%,3.37%
IXJ,iShares Global Healthcare ETF,Equity,"US$2,096,038,292.00 ",5.28%,"293,902",US$59.64 ,0.24%,No,No,2.11%,5.02%,2.70%,31.96%,50.23%,"US$308,086,258.00 ","US$49,524,987.50 ","US$313,696,668.00 ","US$1,919,668,592.50 ","US$1,728,963,803.00 ","US$2,184,328,303.00 ",Health & Biotech Equities,13/11/2001,0.47%,N/A,US$1.20 ,28/12/2018,US$0.33 ,2.04%,24.3,0.9,104,40.16%,35%,15%,1099,US$56.69 ,US$59.60 ,US$59.38 ,US$59.84 ,57.51,A-,B+,B,B,A,B,A,5.1,74.02%,35.88%,23.45,1.33%,15.39%
IOO,iShares Global 100 ETF,Equity,"US$1,812,556,883.00 ",5.97%,"163,306",US$44.93 ,-0.42%,No,No,1.38%,4.37%,-5.38%,40.63%,40.34%,"(US$2,429,551.50)","(US$6,597,882.00)","(US$8,802,984.00)","US$1,800,622,844.50 ","US$1,575,107,099.00 ","US$1,765,061,599.00 ",Large Cap Blend Equities,5/12/2000,0.40%,TD Ameritrade,US$1.08 ,18/12/2018,US$0.43 ,2.41%,18.64,0.95,125,36.71%,35%,15%,1099,US$42.77 ,US$45.02 ,N/A,N/A,56.38,A,A-,B+,A,A-,A-,B-,6.27,74.83%,75.24%,88.18,14.82%,4.49%
FNDC,Schwab Fundamental International Small Company Index ETF,Equity,"US$1,797,716,606.00 ",7.90%,"426,710",US$30.59 ,-0.16%,No,No,0.63%,5.19%,-16.64%,30.29%,26.28%,US$0.00 ,US$0.00 ,US$0.00 ,"US$298,746,162.00 ","US$1,391,496,883.38 ","US$1,785,283,446.97 ",Foreign Small & Mid Cap Equities,15/8/2013,0.39%,Charles Schwab,US$0.76 ,12/12/2018,US$0.76 ,2.48%,15.6,0.79,1466,4.16%,35%,15%,1099,US$29.13 ,US$30.80 ,US$30.53 ,US$30.64 ,59.01,N/A,N/A,B+,N/A,N/A,N/A,N/A,5.56,62.39%,50.85%,189.53,5.04%,5.00%
CWI,SPDR MSCI ACWI ex-US ETF,Equity,"US$1,746,709,979.00 ",7.45%,"885,535",US$35.18 ,-0.11%,No,No,1.18%,5.39%,-12.44%,30.36%,18.92%,"(US$36,375,342.00)","(US$69,405,372.00)","(US$36,375,342.00)","US$347,167,458.00 ","US$784,859,890.00 ","US$1,187,226,720.00 ",Foreign Large Cap Equities,10/1/2007,0.30%,Charles Schwab,US$0.92 ,21/12/2018,US$0.46 ,2.61%,12.17,0.88,923,11.08%,35%,15%,1099,US$33.23 ,US$35.31 ,N/A,N/A,61.37,A-,A,A-,B-,B+,B+,A-,6.15,31.99%,71.54%,190.22,9.99%,5.73%
DLS,WisdomTree International SmallCap Dividend,Equity,"US$1,649,649,419.00 ",7.11%,"190,321",US$64.61 ,-0.37%,No,No,0.29%,5.02%,-17.42%,29.48%,22.35%,"(US$12,049,630.00)",US$0.00 ,US$0.00 ,"US$44,288,984.50 ","US$517,519,042.00 ","US$835,506,176.00 ",Foreign Small & Mid Cap Equities,16/6/2006,0.58%,E*TRADE,US$2.21 ,24/12/2018,US$0.45 ,3.44%,14.08,0.82,875,5.74%,35%,15%,1099,US$61.75 ,US$65.24 ,US$64.46 ,US$64.78 ,58.64,A-,A-,B-,A+,B,A-,B+,5.52,6.48%,49.56%,179.81,3.70%,2.86%
RODM,Hartford Multifactor Developed Markets (ex-US) ETF,Equity,"US$1,644,105,953.00 ",6.74%,"807,023",US$27.54 ,0.18%,No,No,0.88%,4.83%,-7.68%,32.86%,N/A,"US$185,455,401.00 ","US$58,521,895.00 ","US$169,992,375.00 ","US$1,457,702,187.50 ","US$1,616,627,102.00 ","US$1,644,080,489.00 ",Foreign Large Cap Equities,25/2/2015,0.29%,N/A,US$0.52 ,20/12/2018,US$0.20 ,1.91%,15.21,0.78,422,10.81%,35%,15%,1099,US$26.28 ,US$27.68 ,US$27.47 ,US$27.60 ,62.33,N/A,B-,B-,N/A,N/A,B+,N/A,6.1,27.59%,69.66%,191.93,5.66%,7.14%
JPIN,JPMorgan Diversified Return International Equity ETF,Equity,"US$1,504,778,396.00 ",7.21%,"337,347",US$54.56 ,-0.18%,No,No,0.48%,5.19%,-10.23%,22.65%,N/A,"US$63,913,488.00 ",US$0.00 ,"US$63,913,488.00 ","US$277,906,318.00 ","US$1,351,149,689.00 ","US$1,483,533,439.00 ",Foreign Large Cap Equities,5/11/2014,0.38%,N/A,US$1.39 ,24/12/2018,US$0.36 ,2.54%,12.87,0.73,431,4.42%,39%,20%,1099,US$51.75 ,US$55.05 ,US$54.42 ,US$54.69 ,60.44,B+,B+,B+,A-,B,B,B+,6.27,42.75%,75.34%,375.68,12.11%,9.21%
PXF,Invesco FTSE RAFI Developed Markets ex-U.S. ETF,Equity,"US$1,441,269,042.00 ",7.04%,"464,953",US$40.16 ,-0.22%,No,No,0.73%,4.58%,-13.64%,29.44%,11.81%,"US$24,293,860.50 ",US$0.00 ,US$0.00 ,"US$376,414,304.00 ","US$605,804,021.00 ","US$766,314,236.00 ",Foreign Large Cap Equities,25/6/2007,0.45%,N/A,US$1.27 ,24/12/2018,US$0.31 ,3.15%,12.65,0.86,1017,12.63%,35%,15%,1099,US$38.31 ,US$40.43 ,US$40.07 ,US$40.27 ,58.86,A,A-,B,A,A-,A-,A,6.45,59.07%,80.43%,219.01,11.71%,5.10%
BOTZ,Global X Robotics & Artificial Intelligence Thematic ETF,Equity,"US$1,429,616,563.00 ",10.57%,"985,545",US$18.51 ,0.27%,No,No,0.00%,9.59%,-29.60%,N/A,N/A,"(US$2,166,888.50)","US$35,285,513.00 ","(US$2,166,888.50)","(US$209,107,122.00)","US$1,885,489,629.16 ","US$1,885,489,629.16 ",Global Equities,12/9/2016,0.68%,N/A,US$0.24 ,28/12/2018,US$0.24 ,1.30%,20.36,1.49,37,61.30%,39%,20%,1099,US$16.92 ,US$18.75 ,US$18.45 ,US$18.59 ,55.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.58,45.91%,51.35%,25.33,3.67%,8.17%
NUGT,Direxion Daily Gold Miners Bull 3X Shares,Equity,"US$1,367,312,700.00 ",19.89%,"9,733,933",US$20.98 ,-1.69%,No,3x,20.37%,17.01%,-34.67%,2.66%,-92.79%,"(US$116,665,253.50)","(US$90,331,559.50)","(US$89,166,938.50)","US$645,778,853.50 ","(US$696,955,498.65)","US$722,995,082.94 ",Leveraged Equities,8/12/2010,1.20%,N/A,US$0.10 ,27/12/2018,US$0.04 ,0.47%,26.62,-0.83,2,100.00%,35%,15%,1099,US$14.37 ,US$20.59 ,US$20.21 ,US$21.47 ,65.24,C+,A,C,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
