Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
GRES,IQ Global Resources ETF,Equity,"$177,113,569.00",7.57%,"25,421",$27.14,-0.18%,No,No,1.31%,5.89%,-5.08%,32.30%,0.72%,"-$10,410,920.00",$0.00,"-$7,895,511.00","-$51,411,756.50","$113,247,468.00","$92,582,993.50",Large Cap Blend Equities,2009-10-27,0.78%,Charles Schwab,$0.19,2018-12-27,$0.20,0.72%,14.40,0.53,206,33.36%,35%,15%,1099,$25.55,$27.28,N/A,N/A,64.74,B+,B-,C,A-,A-,B+,A,5.33,73.87%,42.72%,854.61,6.08%,8.16%
FMAT,Fidelity MSCI Materials Index ETF,Equity,"$168,321,842.00",7.78%,"56,565",$30.60,0.39%,No,No,1.32%,5.99%,-13.03%,48.47%,32.51%,"$1,660,898.00",$0.00,"$3,049,721.00","-$152,909,070.00","$81,623,695.00","$129,193,505.00",Materials,2013-10-21,0.08%,Fidelity,$0.62,2018-12-21,$0.17,2.01%,18.47,1.25,117,53.48%,35%,15%,1099,$28.67,$30.82,$30.44,$30.70,57.33,N/A,N/A,A,N/A,N/A,N/A,N/A,5.08,27.27%,35.30%,773.69,17.00%,1.68%
CUT,Invesco MSCI Global Timber ETF,Equity,"$165,366,420.00",14.46%,"18,629",$27.54,0.07%,No,No,0.88%,10.87%,-14.31%,39.93%,24.11%,$0.00,$0.00,$0.00,"-$30,578,936.00","-$42,936,270.50","-$128,493,959.50",Materials,2007-11-09,0.55%,N/A,$0.82,2018-12-24,$0.82,3.00%,14.94,1.08,79,43.90%,35%,15%,1099,$24.66,$28.11,$27.41,$27.71,64.10,A-,B+,C+,A+,A,B,B-,5.58,57.14%,51.55%,402.85,0.61%,5.44%
DUST,Direxion Daily Gold Miners Bear 3X Shares,Equity,"$162,176,695.00",-19.55%,"2,998,865",$18.39,1.60%,Yes,3x,-18.08%,-17.20%,-15.30%,-97.29%,-98.77%,"$48,358,223.50","$60,827,339.50","$35,157,191.00","-$393,982,440.00","$467,553,905.31","$272,512,042.83",Leveraged Equities,2010-12-08,1.08%,N/A,$0.08,2018-12-27,$0.02,0.46%,0.00,0.63,46,58.29%,35%,15%,1099,$18.66,$26.77,$17.97,$19.05,34.39,B-,A,A-,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGDM,Sprott Gold Miners ETF,Equity,"$146,161,756.00",9.44%,"51,840",$19.13,-0.21%,No,No,7.23%,7.84%,-10.43%,47.91%,N/A,"$2,644,324.50","-$893,639.50","$2,644,324.50","-$25,159,982.00","$671,974.00","$176,529,415.70",Materials,2014-07-15,0.57%,Charles Schwab,$0.09,2018-12-20,$0.09,0.46%,32.82,-0.22,26,69.81%,35%,15%,1099,$16.53,$18.97,$18.85,$19.34,68.37,N/A,B+,B+,N/A,C+,N/A,N/A,4.99,31.40%,32.97%,443.94,3.39%,0.00%
FXZ,First Trust Materials AlphaDEX Fund,Equity,"$142,230,122.00",11.66%,"53,742",$37.43,0.51%,No,No,2.60%,8.78%,-15.65%,49.18%,27.95%,"-$5,050,393.50",$0.00,$0.00,"-$254,607,946.50","$8,769,389.00","-$446,591,060.46",Materials,2007-05-08,0.64%,N/A,$0.46,2018-12-18,$0.17,1.24%,13.01,1.23,51,34.26%,35%,15%,1099,$34.31,$37.54,$37.20,$37.62,60.69,B+,A,C,A,B+,A-,B,4.33,10.39%,14.68%,622.53,3.76%,4.21%
PKB,Invesco Dynamic Building & Construction ETF,Equity,"$119,863,107.00",10.68%,"42,706",$26.32,0.50%,No,No,3.34%,7.74%,-23.16%,20.81%,21.56%,"-$9,907,652.00","-$2,546,838.00","-$7,550,225.00","-$197,021,556.50","$45,108,836.50","$8,044,225.00",Building & Construction ,2005-10-26,0.58%,N/A,$0.13,2018-12-24,$0.05,0.50%,16.24,1.22,31,46.40%,35%,15%,1099,$24.38,$26.16,$26.25,$26.38,60.67,A,A-,B+,A,A,A,B+,5.33,26.51%,42.84%,207.23,3.21%,8.45%
RTM,Invesco S&P 500® Equal Weight Materials ETF,Equity,"$117,815,936.00",8.26%,"7,310",$102.33,0.64%,No,No,2.25%,6.10%,-9.12%,58.12%,45.15%,"-$4,738,901.00",$0.00,$0.00,"-$148,205,880.50","$45,002,466.50","$44,992,880.50",Materials,2006-11-07,0.40%,Charles Schwab,$1.73,2018-12-24,$0.65,1.70%,16.72,1.14,26,41.97%,35%,15%,1099,$95.59,$102.15,$102.05,$102.48,59.14,B,B,B+,A-,A,B+,C+,5.0,23.38%,33.40%,681.37,3.73%,1.31%
REMX,VanEck Vectors Rare Earth/Strategic Metals ETF,Equity,"$111,625,370.00",7.67%,"89,560",$14.60,-0.07%,No,No,1.25%,2.89%,-47.06%,46.15%,-47.40%,"$12,396,595.50",$0.00,"$12,396,595.50","-$18,061,816.50","$145,492,491.50","$129,677,253.78",Materials,2010-10-27,0.61%,N/A,$1.68,2018-12-20,$1.69,11.69%,17.86,1.42,21,61.66%,35%,15%,1099,$14.04,$14.97,$14.52,$14.64,48.43,C,B-,B,B-,B+,C+,C,5.15,32.47%,37.16%,717.16,0.00%,0.69%
JDST,Direxion Daily Junior Gold Miners Index Bear 3X Shares,Equity,"$83,196,806.00",-24.45%,"535,003",$37.98,1.04%,Yes,3x,-19.24%,-15.77%,-25.89%,-99.32%,-99.86%,"$31,224,467.50","$33,455,173.50","$20,165,155.50","-$67,636,858.50","$16,316,012.98","$7,892,533.91",Leveraged Equities,2013-10-03,1.10%,N/A,$0.29,2018-12-27,$0.09,0.76%,0.00,0.78,69,44.96%,35%,15%,1099,$38.00,$55.79,$37.16,$39.33,33.70,N/A,A+,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAP,VanEck Vectors Natural Resources ETF,Equity,"$75,922,280.00",9.28%,"16,132",$35.22,0.00%,No,No,1.97%,6.47%,-6.50%,48.85%,12.66%,"-$8,702,126.00","-$3,502,898.00","-$8,702,126.00","-$25,515,204.50","-$23,731,310.00","-$19,163,897.00",Large Cap Blend Equities,2008-08-29,0.50%,N/A,$0.92,2018-12-20,$0.92,2.61%,14.27,0.87,291,35.02%,35%,15%,1099,$32.99,$35.24,$35.14,$35.28,61.91,A+,B+,A-,A-,A-,A-,A+,5.3,72.82%,41.96%,641.31,5.24%,6.17%
PYZ,Invesco DWA Basic Materials Momentum ETF,Equity,"$70,881,444.00",11.47%,"7,160",$59.00,0.84%,No,No,2.54%,8.12%,-16.37%,37.12%,25.68%,$0.00,$0.00,$0.00,"-$18,140,294.50","-$7,500,181.50","-$30,066,749.50",Materials,2006-10-12,0.60%,N/A,$0.64,2018-12-24,$0.23,1.09%,14.12,1.32,44,33.46%,35%,15%,1099,$53.86,$59.04,$58.73,$59.19,58.81,B,B+,B-,A,A-,B-,B+,3.74,5.19%,5.00%,687.01,3.33%,3.67%
COPX,Global X Copper Miners ETF,Equity,"$68,080,556.00",11.09%,"20,416",$20.34,-0.73%,No,No,3.93%,9.35%,-26.03%,113.00%,-16.92%,$0.00,$0.00,$0.00,"$4,452,271.00","$51,782,435.50","$56,997,441.57",Materials,2010-04-19,0.65%,2 Platforms,$0.47,2018-12-28,$0.47,2.31%,11.01,1.40,31,51.75%,35%,15%,1099,$18.32,$20.33,$20.23,$20.46,61.29,B,B+,B,B,C+,A,B-,4.26,9.09%,13.15%,671.1,4.75%,0.00%
SLX,VanEck Vectors Steel ETF,Equity,"$64,712,375.00",12.43%,"26,865",$39.17,-1.26%,No,No,0.88%,7.02%,-16.09%,145.05%,4.18%,$0.00,$0.00,$0.00,"-$77,928,052.50","-$51,211,799.00","-$73,638,027.00",Materials,2006-10-16,0.56%,N/A,$2.18,2018-12-20,$2.18,5.57%,7.84,1.39,27,66.69%,35%,15%,1099,$36.23,$39.54,$39.06,$39.30,56.91,B+,B,B+,B+,B,A,C+,3.16,2.60%,1.41%,1268.11,13.04%,2.42%
SLVP,iShares MSCI Global Silver Miners ETF,Equity,"$59,111,363.00",9.11%,"45,761",$9.10,-0.44%,No,No,6.93%,4.60%,-14.47%,76.07%,-15.33%,"$4,202,287.00",$0.00,"$4,202,287.00","$9,708,584.00","$51,235,398.00","$65,580,398.00",Materials,2012-01-31,0.39%,Fidelity,$0.11,2018-12-18,$0.05,1.16%,20.42,0.13,39,70.32%,35%,15%,1099,$8.05,$9.13,$8.93,$9.22,66.17,B+,B,A,C+,B-,A-,B,4.11,4.65%,10.06%,397.19,0.00%,0.06%
SILJ,ETFMG Prime Junior Silver ETF,Equity,"$51,603,375.00",11.94%,"67,150",$9.00,-0.77%,No,No,7.40%,5.02%,-19.16%,86.79%,-16.47%,"$3,376,900.00","$882,520.00","$3,376,900.00","$7,045,165.00","$72,199,500.00","$78,670,455.00",Materials,2012-11-29,0.72%,N/A,$0.13,2018-12-24,$0.13,1.54%,21.71,0.48,31,72.68%,35%,15%,1099,$7.77,$9.18,$8.89,$9.13,62.08,C,C,B-,N/A,C,N/A,C+,3.26,1.16%,1.93%,516.99,0.00%,0.00%
SGDJ,Sprott Junior Gold Miners ETF,Equity,"$47,095,995.00",10.90%,"9,731",$27.71,0.54%,No,No,8.55%,7.87%,-11.23%,43.47%,N/A,"-$78,895.00","-$1,346,472.50","-$78,895.00","-$75,112,332.50","$44,970,460.50","$72,659,435.54",Materials,2015-03-31,0.57%,N/A,$0.00,2017-12-21,$0.05,0.00%,18.10,-0.44,36,58.78%,35%,15%,1099,$23.55,$27.56,$27.36,$27.90,68.07,N/A,B-,B+,N/A,C,N/A,N/A,4.34,9.30%,14.90%,640.91,0.00%,0.00%
UYM,ProShares Ultra Basic Materials,Equity,"$41,685,405.00",13.67%,"7,618",$53.70,1.05%,No,2x,1.47%,9.21%,-29.95%,91.02%,25.31%,"-$207,405.00",$0.00,"-$207,405.00","-$20,007,097.75","-$28,401,460.25","-$84,395,710.25",Leveraged Equities,2007-01-30,0.95%,N/A,$0.44,2018-12-26,$0.19,0.80%,14.45,2.43,49,68.86%,35%,15%,1099,$48.30,$54.69,$53.19,$54.07,54.45,B,B,C,C+,B+,N/A,N/A,5.35,0.00%,43.41%,898.64,22.99%,1.78%
GOEX,Global X Gold Explorers ETF,Equity,"$35,719,482.00",11.13%,"9,444",$22.06,-0.32%,No,No,7.09%,6.75%,-2.39%,96.38%,36.09%,"-$1,071,210.00","-$1,071,210.00","-$1,071,210.00","-$10,446,975.00","$7,724,847.50","$17,058,381.66",Materials,2010-11-03,0.66%,N/A,$0.00,2016-12-28,$8.05,0.00%,32.51,-0.27,48,46.42%,39%,20%,1099,$19.11,$21.99,$21.84,$22.27,68.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.59,17.44%,20.43%,534.26,0.00%,0.00%
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,Equity,"$31,230,594.00",44.66%,"58,316",$34.66,-1.59%,No,3x,13.83%,27.10%,-59.41%,79.84%,N/A,"-$9,499,020.50","-$1,526,850.50","-$9,499,020.50","-$15,207,666.00","$66,585,121.50","$66,585,121.50",Leveraged Equities,2015-08-19,1.12%,N/A,$0.08,2018-12-27,$0.06,0.24%,9.49,3.93,49,61.78%,35%,15%,1099,$27.21,$34.67,$33.96,$35.83,61.91,N/A,C+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VEGI,iShares MSCI Global Agriculture Producers ETF,Equity,"$29,894,145.00",9.14%,"4,068",$28.37,0.11%,No,No,1.12%,6.41%,-4.80%,43.06%,23.11%,$0.00,$0.00,$0.00,"$139,954.00","-$2,481,487.00","-$9,968,987.00",Large Cap Blend Equities,2012-01-31,0.39%,Fidelity,$0.52,2018-12-18,$0.28,1.85%,18.25,0.89,141,55.85%,35%,15%,1099,$26.76,$28.59,N/A,N/A,59.73,A,B-,A,A,A,C,A,5.55,0.00%,50.53%,498.42,3.00%,9.52%
PSAU,Invesco Global Gold and Precious Metals ETF,Equity,"$28,444,995.00",8.96%,"18,527",$18.98,-0.63%,No,No,6.57%,6.57%,-4.28%,58.45%,-0.88%,"-$865,744.50",$0.00,"-$865,744.50","-$449,367.50","$2,969,484.00","$7,637,427.00",Materials,2008-09-18,0.75%,Charles Schwab,$0.11,2018-12-24,$0.01,0.57%,25.25,-0.13,54,55.67%,35%,15%,1099,$16.67,$18.85,$18.76,$19.14,68.67,C,B,C,C+,B-,C+,A-,5.21,52.33%,39.10%,462.24,2.63%,0.01%
PSCM,Invesco S&P SmallCap Materials ETF,Equity,"$21,164,620.00",17.82%,"3,090",$46.82,0.24%,No,No,3.29%,13.93%,-11.20%,74.10%,17.16%,$0.00,$0.00,$0.00,"-$20,143,553.50","$5,434,836.50","-$389,049.50",Materials,2010-04-07,0.29%,N/A,$0.50,2018-12-24,$0.15,1.06%,19.95,1.51,33,60.10%,35%,15%,1099,$40.78,$47.31,$46.57,$47.08,61.95,B-,C+,A-,A+,B,C,B,3.37,3.90%,2.38%,407.82,2.79%,0.47%
PAGG,Invesco Global Agriculture ETF,Equity,"$20,742,168.00",8.39%,"2,278",$25.64,0.63%,No,No,2.68%,7.55%,-7.90%,24.58%,1.10%,$0.00,$0.00,$0.00,"-$113,030.00","-$6,236,649.00","-$56,432,103.00",Commodity Producers Equities,2008-09-18,0.77%,N/A,$0.34,2018-12-24,$0.07,1.31%,20.31,0.92,51,56.25%,35%,15%,1099,$24.11,$26.04,$25.41,$25.75,55.76,B-,C+,C,A-,A-,C+,B+,4.99,0.00%,33.06%,581.3,3.50%,3.72%
