Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,Bond,"$252,250,383.00",4.01%,"187,429",$23.21,0.22%,No,No,0.30%,2.05%,1.16%,27.74%,17.78%,"-$34,295,265.00","-$4,648,576.00","-$11,664,286.00","$120,842,613.00","$243,515,755.00","$248,949,538.76",High Yield Bonds,2013-12-18,0.43%,2 Platforms,$1.27,2019-01-22,$0.11,5.48%,0.00,0.29,623,13.25%,35%,15%,1099,$22.78,$23.34,N/A,N/A,55.90,N/A,N/A,B+,N/A,N/A,B-,B-,N/A,N/A,N/A,N/A,N/A,N/A
PGHY,Invesco Global Short Term High Yield Bond ETF,Bond,"$210,366,247.00",1.95%,"56,644",$23.03,-0.04%,No,No,-0.04%,1.54%,1.77%,21.36%,19.89%,"-$2,292,964.00",$0.00,"-$1,152,037.50","-$5,454,837.50","$191,268,678.50","$195,329,247.09",High Yield Bonds,2013-06-20,0.35%,Charles Schwab,$1.35,2019-01-22,$0.11,5.86%,0.00,0.18,430,3.73%,35%,15%,1099,$22.72,$23.16,$22.99,$23.11,58.42,A-,B-,A,N/A,N/A,B+,B+,3.55,7.01%,3.37%,345.95,4.89%,0.78%
HYGH,iShares Interest Rate Hedged High Yield Bond ETF,Bond,"$209,188,985.00",4.97%,"63,284",$88.98,0.15%,No,No,0.49%,3.53%,2.72%,27.51%,N/A,$0.00,$0.00,$0.00,"-$8,200,407.00","$179,501,042.00","$219,137,042.00",High Yield Bonds,2014-05-27,0.54%,N/A,$5.47,2018-12-28,$0.83,6.15%,0.00,0.39,2,100.00%,35%,15%,1099,$86.50,$89.45,$88.81,$89.13,59.77,N/A,N/A,C+,N/A,N/A,A-,C,N/A,N/A,N/A,N/A,N/A,N/A
HYLD,High Yield ETF,Bond,"$162,877,215.00",2.91%,"52,073",$34.43,0.44%,No,No,0.52%,2.12%,0.49%,34.91%,-2.80%,"-$3,458,945.50",$0.00,"-$3,458,945.50","$24,504,405.50","-$49,348,808.00","-$229,279,907.50",High Yield Bonds,2010-11-30,1.25%,N/A,$2.48,2019-01-28,$0.21,7.19%,0.00,0.35,86,44.74%,35%,15%,1099,$33.87,$34.51,$34.27,$34.55,55.83,A-,B+,C,A,B+,A+,B-,N/A,N/A,N/A,N/A,N/A,N/A
RIGS,RiverFront Strategic Income Fund,Bond,"$156,415,756.00",1.94%,"69,437",$24.42,-0.08%,No,No,0.08%,1.31%,1.86%,16.20%,19.27%,"$6,018,145.50",$0.00,"$1,207,759.50","-$202,034,021.50","-$308,457,336.50","-$7,596,908.42",High Yield Bonds,2013-10-07,0.47%,N/A,$1.09,2019-01-17,$0.08,4.45%,0.00,0.16,105,15.15%,35%,15%,1099,$24.11,$24.52,N/A,N/A,60.33,B+,A-,B+,B-,C+,A,N/A,3.5,1.88%,3.06%,553.41,4.63%,1.79%
JPHY,JPMorgan Disciplined High Yield ETF,Bond,"$152,921,466.00",3.89%,"46,690",$49.28,-0.24%,No,No,0.62%,2.99%,1.16%,N/A,N/A,$0.00,$0.00,$0.00,"$49,300,426.00","$131,099,715.00","$131,099,715.00",High Yield Bonds,2016-09-14,0.40%,N/A,$2.44,2019-01-31,$0.21,4.96%,0.00,0.12,441,25.03%,39%,20%,1099,$48.11,$49.55,N/A,N/A,62.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.88,65.24%,6.71%,386.6,8.00%,1.61%
HYHG,ProShares High Yield-Interest Rate Hedged,Bond,"$146,411,820.00",5.19%,"32,132",$65.31,0.28%,No,No,0.12%,3.21%,0.74%,29.25%,8.69%,"-$9,357,130.00",$0.00,"-$3,159,336.00","-$17,354,870.00","$56,726,458.25","$93,603,458.25",High Yield Bonds,2013-05-21,0.50%,Charles Schwab,$4.01,2018-12-26,$0.40,6.14%,0.00,0.45,158,15.18%,35%,15%,1099,$63.73,$66.00,$64.92,$65.51,55.84,C+,C+,C+,N/A,B-,A,B,3.69,28.35%,4.45%,433.12,7.18%,1.92%
HYUP,db x-trackers High Beta High Yield Bond ETF,Bond,"$144,538,912.00",5.08%,900,$47.34,-0.71%,No,No,0.23%,3.09%,1.36%,N/A,N/A,$0.00,$0.00,$0.00,"$34,263,822.00","$41,786,388.00","$41,786,388.00",High Yield Bonds,2018-01-11,0.35%,N/A,$3.14,2018-12-21,$0.28,6.64%,0.00,0.33,504,7.93%,39%,20%,1099,$46.27,$47.77,$47.33,$47.36,58.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.72,34.45%,4.76%,279.6,5.27%,1.54%
GHYG,iShares Global High Yield Corporate Bond ETF,Bond,"$143,419,148.00",4.04%,"44,623",$47.89,-0.52%,No,No,0.61%,3.36%,-1.79%,23.69%,11.63%,"-$32,723,039.00",$0.00,"-$23,529,211.00","-$75,306,742.00","$57,097,847.00","$69,736,847.00",High Yield Bonds,2012-04-03,0.40%,N/A,$2.59,2018-12-18,$0.42,5.40%,0.00,0.33,1274,3.14%,35%,15%,1099,$46.66,$48.18,$47.81,$47.95,60.71,A,B-,A-,A-,B,A-,A,3.99,78.05%,8.24%,315.03,6.53%,2.02%
HYDW,db x-trackers Low Beta High Yield Bond ETF,Bond,"$142,061,179.00",3.16%,"2,728",$48.92,-0.51%,No,No,0.19%,2.34%,2.60%,N/A,N/A,$0.00,$0.00,$0.00,"$29,389,559.50","$34,389,008.50","$34,389,008.50",High Yield Bonds,2018-01-11,0.25%,N/A,$2.10,2018-12-21,$0.20,4.28%,0.00,0.23,451,6.80%,39%,20%,1099,$48.00,$49.23,$48.92,$48.92,62.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.91,69.21%,7.04%,412.84,6.83%,2.24%
SJB,ProShares Short High Yield,Bond,"$132,504,543.00",-4.59%,"190,018",$22.44,-0.13%,Yes,No,-0.80%,-3.15%,-2.46%,-22.12%,-23.02%,"$9,104,884.00","-$2,267,794.00","$9,104,884.00","$21,996,948.50","-$47,907,820.50","$126,182,179.50",Inverse Bonds,2011-03-21,0.95%,N/A,$0.17,2018-12-26,$0.07,0.75%,0.00,-0.31,966,4.12%,35%,15%,1099,$22.38,$23.07,N/A,N/A,36.96,B-,A,C+,C,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WBII,WBI Bull|Bear Global Income ETF,Bond,"$108,479,875.00",1.29%,"38,065",$24.35,-0.08%,No,No,0.74%,0.78%,0.83%,6.38%,N/A,"-$2,413,925.00",$0.00,"-$2,413,925.00","-$36,292,265.00","-$219,473,270.00","$112,379,245.00",High Yield Bonds,2014-08-25,1.28%,N/A,$0.83,2018-12-28,$0.09,3.45%,-9899.00,-0.20,10,100.00%,35%,15%,1099,$23.94,$24.34,$24.32,$24.37,66.40,A,A-,B-,A,A+,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYLV,IQ S&P High Yield Low Volatility Bond ETF,Bond,"$86,990,406.00",3.72%,"4,365",$24.15,-0.62%,No,No,0.12%,2.48%,0.53%,N/A,N/A,$0.00,$0.00,$0.00,"-$19,400,882.79","$66,274,570.21","$66,274,570.21",High Yield Bonds,2017-02-15,0.40%,N/A,$1.02,2018-12-27,$0.07,4.24%,0.00,0.14,77,24.93%,39%,20%,1099,$23.67,$24.34,$24.13,$24.17,61.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.91,2.58%,7.05%,388.12,8.86%,2.05%
CJNK,SPDR BofA Merrill Lynch Crossover Corporate Bond ETF,Bond,"$70,946,598.00",2.69%,"14,221",$25.35,-0.71%,No,No,0.58%,2.24%,0.47%,17.69%,N/A,$0.00,$0.00,$0.00,"$7,689,918.00","$39,101,812.00","$47,339,221.00",High Yield Bonds,2012-06-18,0.30%,N/A,$1.01,2018-12-19,$0.13,3.99%,0.00,0.16,1081,3.95%,35%,15%,1099,$24.82,$25.44,$25.24,$25.47,61.42,N/A,N/A,A,N/A,N/A,C,A,4.44,7.01%,17.14%,417.97,9.19%,3.45%
FALN,iShares U.S. Fallen Angels USD Bond ETF,Bond,"$63,923,879.00",4.84%,"27,402",$25.58,-0.93%,No,No,0.47%,3.19%,-1.74%,N/A,N/A,"$7,551,027.00",$0.00,"$7,551,027.00","$5,747,202.50","$57,742,584.50","$57,742,584.50",High Yield Bonds,2016-06-14,0.25%,N/A,$1.46,2018-12-18,$0.13,5.65%,0.00,0.26,257,13.03%,39%,20%,1099,$24.96,$25.84,$25.53,$25.66,59.19,N/A,N/A,A,N/A,N/A,N/A,N/A,4.16,87.50%,11.02%,326.8,5.96%,0.93%
BLHY,Virtus Newfleet Dynamic Credit ETF,Bond,"$62,142,571.00",3.45%,"20,476",$23.77,0.04%,No,No,0.06%,2.81%,0.44%,N/A,N/A,$0.00,$0.00,$0.00,"-$35,567,389.50","-$10,753,107.50","-$10,753,107.50",High Yield Bonds,2016-12-05,0.68%,N/A,$1.39,2019-01-22,$0.06,5.83%,0.00,0.16,170,26.91%,20%,39%,1099,$23.30,$24.00,$23.68,$23.88,58.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HYND,WisdomTree Negative Duration High Yield Bond Fund,Bond,"$54,741,914.00",4.19%,"36,056",$20.08,-0.25%,No,No,-0.84%,3.13%,0.51%,25.71%,3.87%,"-$1,952,781.00",$0.00,"$1,978,429.00","$42,932,543.00","$47,309,038.00","$49,514,908.36",High Yield Bonds,2013-12-18,0.48%,E*TRADE,$1.09,2019-01-22,$0.09,5.40%,0.00,0.40,608,18.73%,35%,15%,1099,$19.66,$20.47,$20.00,$20.25,49.72,N/A,N/A,B,N/A,N/A,B,B-,N/A,N/A,N/A,N/A,N/A,N/A
GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,Bond,"$50,343,304.00",3.93%,"4,382",$47.78,-0.99%,No,No,-0.16%,2.40%,1.45%,N/A,N/A,$0.00,$0.00,$0.00,"-$161,211.50","-$194,514.50","-$194,514.50",High Yield Bonds,2017-09-05,0.34%,N/A,$2.61,2018-12-27,$0.06,5.44%,0.00,0.19,465,6.38%,39%,20%,1099,$46.96,$48.34,$47.72,$47.84,56.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.54,6.40%,3.30%,337.82,3.71%,1.73%
SHYL,db x-trackers Short Duration High Yield Bond ETF,Bond,"$43,864,516.00",3.68%,"14,716",$48.78,-0.41%,No,No,0.22%,2.33%,2.70%,N/A,N/A,"-$4,719,620.00",$0.00,$0.00,"$17,444,733.50","$29,941,405.00","$29,941,405.00",High Yield Bonds,2018-01-10,0.20%,N/A,$2.61,2018-12-21,$0.22,5.35%,0.00,0.22,386,8.16%,39%,20%,1099,$47.83,$49.07,$48.69,$48.84,61.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.68,25.61%,4.34%,351.43,5.78%,2.15%
HYGV,FlexShares High Yield Value-Scored Bond Index Fund,Bond,"$37,942,937.00",4.25%,"6,511",$47.39,-1.00%,No,No,-0.17%,2.71%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"-$9,536,104.00","-$9,536,104.00","-$9,536,104.00",High Yield Bonds,2018-07-17,0.37%,N/A,$2.56,2018-12-21,$0.43,5.38%,0.00,0.35,250,11.16%,39%,20%,1099,$46.47,$48.00,$47.34,$47.45,55.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.68,25.30%,4.33%,308.03,2.75%,0.84%
PHYL,PGIM Active High Yield Bond ETF,Bond,"$25,580,945.00",4.02%,0,$39.55,-0.73%,No,No,0.18%,2.73%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$1,005,770.00","$1,005,770.00","$1,005,770.00",High Yield Bonds,2018-09-24,0.53%,N/A,$0.47,2018-12-27,$0.00,1.19%,0.00,0.00,240,15.90%,39%,20%,1099,$38.78,$39.91,$39.53,$39.60,53.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.55,7.32%,3.38%,450.59,7.59%,0.99%
RFUN,RiverFront Dynamic Unconstrained Income ETF,Bond,"$22,398,363.00",4.23%,"32,281",$24.77,-0.04%,No,No,0.75%,3.04%,0.62%,N/A,N/A,$0.00,$0.00,$0.00,"$11,218,415.00","$19,102,332.50","$19,102,332.50",High Yield Bonds,2016-06-14,0.52%,N/A,$1.20,2019-01-17,$0.10,4.81%,0.00,0.20,146,11.93%,39%,20%,1099,$24.12,$24.83,$24.72,$24.79,65.01,N/A,N/A,C+,N/A,N/A,N/A,N/A,3.71,5.16%,4.58%,458.94,6.34%,2.37%
FDHY,Fidelity High Yield Factor ETF,Bond,"$19,877,089.00",4.54%,"4,174",$50.03,-0.02%,No,No,0.83%,3.73%,N/A,N/A,N/A,"$4,943,814.00","$4,943,814.00","$4,943,814.00","$7,396,064.00","$7,396,064.00","$7,396,064.00",High Yield Bonds,2018-06-12,0.45%,N/A,$1.63,2019-01-29,$0.16,3.30%,0.00,0.51,140,28.65%,39%,20%,1099,$48.37,$50.28,$49.92,$50.14,65.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.18,87.80%,11.27%,216.67,10.04%,0.92%
HYDB,iShares Edge High Yield Defensive Bond ETF,Bond,"$16,870,942.00",4.32%,"3,563",$48.31,-0.70%,No,No,0.17%,3.03%,0.86%,N/A,N/A,$0.00,$0.00,$0.00,"$4,943,207.00","$7,468,171.50","$7,468,171.50",High Yield Bonds,2017-07-11,0.35%,N/A,$2.86,2018-12-18,$0.24,5.90%,0.00,0.22,202,11.98%,39%,20%,1099,$47.15,$48.76,$48.26,$48.38,59.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.19,88.41%,11.52%,330.01,4.47%,1.62%
IHYD,Invesco Corporate Income Defensive ETF,Bond,"$12,510,840.00",2.77%,0,$25.06,-0.12%,No,No,0.60%,2.31%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,High Yield Bonds,2018-07-25,0.23%,N/A,$0.37,2019-01-22,$0.10,1.47%,0.00,0.00,151,8.64%,39%,20%,1099,$24.50,$25.11,$25.06,$25.06,67.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.99,77.74%,8.21%,369.24,5.96%,3.26%
IHYV,Invesco Corporate Income Value ETF,Bond,"$12,186,864.00",4.82%,0,$24.42,-0.25%,No,No,1.10%,3.91%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,High Yield Bonds,2018-07-25,0.23%,N/A,$0.80,2019-01-22,$0.14,3.32%,0.00,0.37,209,6.31%,39%,20%,1099,$23.60,$24.49,$24.42,$24.42,65.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.95,72.87%,7.51%,347.04,5.11%,1.95%
FLHY,Franklin Liberty High Yield Corporate ETF,Bond,"$9,998,139.00",5.21%,689,$25.06,-0.08%,No,No,0.91%,4.00%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,High Yield Bonds,2018-05-30,0.40%,N/A,$1.02,2018-12-28,$0.28,4.08%,0.00,0.36,92,21.07%,39%,20%,1099,$24.24,$25.17,$25.04,$25.09,67.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.82,54.57%,5.95%,418.78,2.79%,2.58%
SFHY,WisdomTree Fundamental U.S. Short-Term High Yield Corporate Bond Fund,Bond,"$9,955,818.00",3.63%,"5,161",$49.84,-0.24%,No,No,0.77%,2.13%,6.23%,N/A,N/A,"-$4,920,054.00",$0.00,"-$4,920,054.00","$5,077,233.00","$5,077,131.23","$5,077,131.23",High Yield Bonds,2016-04-27,0.38%,N/A,$2.68,2019-01-22,$0.21,5.39%,0.00,0.17,86,20.91%,39%,20%,1099,$48.72,$49.94,$49.77,$49.94,62.45,N/A,N/A,A,N/A,N/A,N/A,C,3.68,23.78%,4.29%,154.32,7.92%,1.16%
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,Bond,"$9,949,348.00",4.14%,"1,556",$50.01,-0.50%,No,No,0.40%,4.14%,3.69%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,High Yield Bonds,2016-06-14,0.50%,N/A,$2.95,2018-12-18,$0.26,5.86%,0.00,0.19,299,19.42%,39%,20%,1099,$47.37,$51.08,$50.00,$50.02,60.17,N/A,N/A,B-,N/A,N/A,N/A,N/A,3.69,28.66%,4.45%,330.08,7.38%,1.88%
WFHY,WisdomTree Fundamental U.S. High Yield Corporate Bond Fund,Bond,"$9,942,645.00",4.88%,"1,797",$49.62,-0.20%,No,No,0.63%,3.50%,4.91%,N/A,N/A,$0.00,$0.00,$0.00,"$4,994,968.00","$4,994,863.85","$4,994,863.85",High Yield Bonds,2016-04-27,0.38%,N/A,$3.05,2019-01-22,$0.23,6.15%,0.00,0.20,169,13.72%,39%,20%,1099,$48.31,$49.95,$49.48,$49.77,64.36,N/A,N/A,A,N/A,N/A,N/A,C,3.8,51.22%,5.70%,317.41,8.70%,1.85%
HYIH,Xtrackers High Yield Corporate Bond - Interest Rate Hedged ETF,Bond,"$6,637,817.00",3.74%,"4,048",$22.08,-0.76%,No,No,0.23%,2.13%,0.86%,26.28%,N/A,$0.00,$0.00,$0.00,"-$2,423,271.50","-$2,413,226.00","-$2,415,025.50",High Yield Bonds,2015-03-03,0.35%,N/A,$1.61,2018-12-21,$0.12,7.26%,0.00,0.37,3,100.00%,35%,15%,1099,$21.64,$22.34,$22.06,$22.11,53.76,N/A,N/A,B,N/A,N/A,C,C+,N/A,N/A,N/A,N/A,N/A,N/A
HYDD,Direxion Daily High Yield Bear 2x Shares,Bond,"$3,621,740.00",-8.98%,"2,563",$18.25,0.27%,Yes,2x,-1.06%,-5.93%,-2.00%,N/A,N/A,$0.00,$0.00,$0.00,"$4,649.50","$275,565.50","$275,565.50",Leveraged Bonds,2016-06-16,0.89%,N/A,$0.17,2018-12-27,$0.07,0.96%,0.00,-0.50,85,30.68%,39%,20%,1099,$18.08,$19.15,$18.16,$18.40,39.16,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UJB,ProShares Ultra High Yield,Bond,"$3,274,348.00",10.80%,285,$66.13,1.09%,No,2x,2.39%,7.08%,4.99%,35.68%,32.09%,$0.00,$0.00,$0.00,$0.00,"$1,469,750.00","$340,500.00",Leveraged Bonds,2011-04-13,1.31%,N/A,$1.92,2018-12-26,$0.65,2.94%,0.00,0.51,2,100.00%,35%,15%,1099,$61.99,$65.69,$65.21,$66.59,64.60,A,B-,B+,A-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
