Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FM,iShares MSCI Frontier 100 ETF,Equity,"US$494,196,027.00 ",8.30%,"125,826",US$28.32 ,0.14%,No,No,0.57%,5.28%,-16.85%,33.89%,5.40%,"US$4,195,057.50 ","US$4,195,057.50 ","US$4,195,057.50 ","(US$137,934,018.00)","(US$16,653,769.50)","US$110,647,730.50 ",Emerging Markets Equities,12/9/2012,0.81%,Fidelity,US$1.12 ,18/12/2018,US$0.32 ,4.02%,13.78,0.51,116,35.96%,35%,15%,1099,US$26.73 ,US$28.64 ,N/A,N/A,63.5,A-,A,C+,B-,A+,B,B,N/A,N/A,N/A,N/A,N/A,N/A
ESGE,iShares ESG MSCI EM ETF,Equity,"US$472,100,460.00 ",10.60%,"148,216",US$33.92 ,-0.38%,No,No,1.98%,9.03%,-12.78%,N/A,N/A,"US$13,203,688.00 ","US$13,203,688.00 ","US$13,203,688.00 ","US$280,014,578.50 ","US$470,379,783.00 ","US$470,379,783.00 ",Emerging Markets Equities,28/6/2016,0.25%,N/A,US$0.67 ,18/12/2018,US$0.42 ,1.97%,12.12,0.69,309,25.81%,39%,20%,1099,US$30.62 ,US$34.13 ,US$33.82 ,US$33.99 ,64.73,N/A,N/A,A,N/A,N/A,N/A,N/A,6,96.74%,66.20%,225.82,0.58%,6.75%
JHEM,John Hancock Multifactor Emerging Markets ETF,Equity,"US$460,556,878.00 ",9.56%,"316,707",US$25.44 ,-0.70%,No,No,1.39%,7.68%,N/A,N/A,N/A,"US$150,041,640.00 ","US$150,041,640.00 ","US$150,041,640.00 ","US$433,814,249.00 ","US$433,814,249.00 ","US$433,814,249.00 ",Emerging Markets Equities,27/9/2018,0.55%,N/A,US$0.05 ,24/12/2018,US$0.05 ,0.19%,12.22,1.37,527,24.98%,39%,20%,1099,US$23.37 ,US$25.63 ,US$25.41 ,US$25.46 ,60.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.24,21.63%,12.50%,393.19,3.55%,3.51%
SIL,Global X Silver Miners ETF,Equity,"US$369,137,286.00 ",7.43%,"122,713",US$26.88 ,-0.96%,No,No,5.45%,3.38%,-15.70%,56.29%,-21.72%,"(US$7,750,579.00)",US$0.00 ,"(US$7,750,579.00)","US$32,623,042.00 ","US$245,240,972.32 ","US$282,846,895.49 ",Materials,19/4/2010,0.65%,2 Platforms,US$0.30 ,28/12/2018,US$0.30 ,1.12%,29.23,0.13,21,78.12%,35%,15%,1099,US$24.17 ,US$27.21 ,US$26.70 ,US$27.02 ,63.87,B-,A-,B-,B-,C+,B+,B,3.57,2.33%,3.46%,478.62,0.00%,0.03%
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Market Equity ETF,Equity,"US$368,247,447.00 ",7.29%,"17,011",US$23.71 ,-0.50%,No,No,0.94%,5.10%,-12.22%,N/A,N/A,"US$8,984,868.00 ",US$0.00 ,"US$4,618,066.00 ","US$57,607,544.00 ","US$391,467,822.00 ","US$391,467,822.00 ",Emerging Markets Equities,31/8/2017,0.49%,N/A,US$0.66 ,28/12/2018,US$0.40 ,2.80%,10.68,0.61,535,18.06%,39%,20%,1099,US$22.35 ,US$23.86 ,US$23.68 ,US$23.76 ,61.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.26,23.84%,13.07%,631.89,5.17%,3.12%
PICK,iShares MSCI Global Select Metals & Mining Producers ETF,Equity,"US$297,697,357.00 ",10.64%,"201,476",US$29.85 ,-0.43%,No,No,3.22%,8.62%,-15.77%,120.19%,-1.15%,"(US$22,838,808.00)",US$0.00 ,"(US$22,838,808.00)","(US$145,843,351.50)","US$142,689,753.00 ","US$162,502,753.00 ",Materials,31/1/2012,0.39%,Fidelity,US$1.29 ,18/12/2018,US$0.80 ,4.29%,10.83,1.18,194,45.74%,35%,15%,1099,US$27.25 ,US$29.82 ,N/A,N/A,61.25,A-,A-,A,B,B,B-,A,4.65,14.29%,21.94%,897.52,28.70%,0.98%
ECON,Columbia Emerging Markets Consumer ETF,Equity,"US$295,862,499.00 ",10.51%,"316,552",US$22.51 ,-0.53%,No,No,1.63%,7.55%,-21.13%,11.92%,-2.87%,"(US$9,165,847.50)",US$0.00 ,US$0.00 ,"(US$444,587,055.50)","(US$289,619,732.50)","(US$850,243,467.00)",Foreign Large Cap Equities,14/9/2010,0.59%,N/A,US$0.20 ,21/12/2018,US$0.20 ,0.90%,18.8,0.87,31,46.00%,35%,15%,1099,US$20.78 ,US$22.73 ,N/A,N/A,63.21,C,A,C,C+,B-,C,C+,4.35,34.65%,15.02%,70.83,13.93%,8.65%
FLQE,Franklin LibertyQ Emerging Markets ETF,Equity,"US$288,120,739.00 ",6.38%,"30,979",US$30.02 ,-0.27%,No,No,1.76%,4.93%,-10.66%,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"(US$79,422,152.00)","US$232,190,136.00 ","US$232,190,136.00 ",Foreign Large Cap Equities,1/6/2016,0.55%,N/A,US$1.09 ,20/12/2018,US$0.79 ,3.69%,10.77,0.46,198,10.98%,39%,20%,1099,US$28.21 ,US$30.02 ,US$29.96 ,US$30.05 ,63.08,N/A,N/A,A-,N/A,N/A,N/A,N/A,4.6,57.91%,20.66%,505.63,5.04%,5.03%
EEMS,iShares MSCI Emerging Markets Small-Cap ETF,Equity,"US$279,406,578.00 ",6.27%,"82,810",US$44.43 ,-0.38%,No,No,1.12%,4.64%,-18.22%,26.28%,12.15%,US$0.00 ,US$0.00 ,US$0.00 ,"US$19,384,208.50 ","US$184,287,437.50 ","US$254,321,937.50 ",Mid Cap Blend Equities,16/8/2011,0.67%,Fidelity,US$1.28 ,18/12/2018,US$0.79 ,2.92%,11.51,0.83,1250,7.90%,35%,15%,1099,US$42.03 ,US$44.47 ,US$44.30 ,US$44.51 ,61.36,A-,B+,C+,A-,A,B-,A,N/A,N/A,N/A,N/A,N/A,N/A
EMGF,iShares Edge MSCI Multifactor Emerging Markets ETF,Equity,"US$269,744,761.00 ",11.21%,"100,795",US$43.07 ,-0.21%,No,No,2.47%,10.29%,-15.47%,47.37%,N/A,"(US$22,976,916.00)",US$0.00 ,US$0.00 ,"US$156,481,604.00 ","US$299,725,668.00 ","US$299,725,668.00 ",Foreign Large Cap Equities,8/12/2015,0.45%,N/A,US$1.06 ,18/12/2018,US$0.73 ,2.48%,10,0.89,195,24.52%,39%,20%,1099,US$38.49 ,US$43.26 ,US$42.84 ,US$43.20 ,65.48,N/A,N/A,B-,N/A,N/A,N/A,B+,4.1,12.67%,9.92%,552.38,1.03%,7.02%
QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF,Equity,"US$263,902,546.00 ",8.92%,"13,618",US$59.22 ,-0.22%,No,No,1.54%,7.05%,-10.51%,40.28%,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"US$47,395,509.50 ","US$146,115,969.00 ","US$247,993,630.00 ",Foreign Large Cap Equities,4/6/2014,0.30%,Charles Schwab,US$1.55 ,21/12/2018,US$1.19 ,2.67%,11.08,0.74,785,19.24%,35%,15%,1099,US$54.54 ,US$59.56 ,N/A,N/A,65.89,A,B,A,A-,A-,B-,A,4.6,57.44%,20.51%,345.49,4.77%,5.84%
EDC,Direxion Daily Emerging Markets Bull 3X Shares,Equity,"US$261,724,261.00 ",28.95%,"306,929",US$80.97 ,-2.25%,No,3x,3.65%,23.62%,-46.50%,112.68%,-5.36%,"(US$9,781,091.00)",US$0.00 ,"(US$25,314,939.00)","US$40,847,566.00 ","(US$25,643,710.48)","(US$76,615,604.85)",Leveraged Equities,17/12/2008,1.26%,N/A,US$0.49 ,27/12/2018,US$0.02 ,0.59%,10.5,2.79,2,100.00%,35%,15%,1099,US$63.28 ,US$82.47 ,US$80.36 ,US$81.53 ,61.62,B,A-,B,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,Equity,"US$259,678,588.00 ",8.77%,"124,355",US$25.05 ,-0.48%,No,No,0.93%,7.19%,-8.77%,38.16%,N/A,"(US$32,644,239.00)","(US$11,081,874.50)","(US$30,335,739.00)","(US$134,369,035.50)","US$77,184.50 ","US$241,711,684.50 ",Emerging Markets Equities,23/9/2014,0.67%,N/A,US$0.55 ,28/12/2018,US$0.36 ,2.16%,10.45,0.71,2,100.00%,39%,20%,1099,US$23.21 ,US$25.28 ,N/A,N/A,62.3,B+,A-,B-,B+,A-,B-,C,N/A,N/A,N/A,N/A,N/A,N/A
DWLD,Davis Select Worldwide ETF,Equity,"US$195,143,801.00 ",13.45%,"113,321",US$22.18 ,-0.49%,No,No,1.65%,9.97%,-19.93%,N/A,N/A,"(US$3,518,392.00)",US$0.00 ,"(US$6,485,774.50)","US$65,045,123.00 ","US$222,664,445.85 ","US$222,664,445.85 ",Large Cap Growth Equities,11/1/2017,0.65%,N/A,US$0.13 ,26/12/2018,US$0.13 ,0.60%,11.7,1.21,35,54.29%,39%,20%,1099,US$20.13 ,US$22.44 ,US$22.12 ,US$22.24 ,59.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.4,2.08%,16.26%,263.74,17.32%,5.76%
ICLN,iShares Global Clean Energy ETF,Equity,"US$190,655,299.00 ",15.01%,"100,195",US$9.50 ,0.11%,No,No,3.20%,11.76%,2.40%,19.41%,4.44%,"US$2,724,763.00 ","US$1,831,378.00 ","US$2,724,763.00 ","US$36,176,880.00 ","US$99,802,576.00 ","US$144,276,576.00 ",Alternative Energy Equities,24/6/2008,0.47%,N/A,US$0.23 ,18/12/2018,US$0.10 ,2.42%,14.54,0.91,33,51.68%,35%,15%,1099,US$8.40 ,US$9.52 ,US$9.45 ,US$9.56 ,70.94,A-,A-,A+,B,B,A-,B+,6.34,91.64%,77.34%,541.67,2.52%,73.71%
SOCL,Global X Social Media Index ETF,Equity,"US$137,795,210.00 ",13.50%,"35,374",US$31.27 ,-0.38%,No,No,2.02%,9.76%,-13.95%,73.96%,49.44%,"(US$6,006,767.00)","(US$1,533,070.50)","(US$6,006,767.00)","(US$8,483,238.50)","US$26,334,034.00 ","(US$8,743,466.00)",Large Cap Growth Equities,14/11/2011,0.65%,2 Platforms,US$0.00 ,28/12/2017,US$0.49 ,0.00%,27.88,0.88,39,68.01%,35%,15%,1099,US$28.40 ,US$31.44 ,N/A,N/A,60.7,C+,B-,B-,C+,C+,B+,C+,3.21,1.78%,1.60%,18.63,0.00%,1.06%
AADR,AdvisorShares Dorsey Wright ADR ETF,Equity,"US$103,559,857.00 ",11.11%,"33,902",US$44.52 ,0.45%,No,No,3.29%,7.46%,-27.92%,25.87%,26.94%,"(US$5,165,995.00)","US$2,162,556.50 ","(US$5,165,995.00)","(US$64,695,684.25)","US$111,601,427.00 ","US$116,446,714.75 ",Global Equities,20/7/2010,0.88%,N/A,US$0.30 ,26/9/2018,US$0.00 ,0.67%,12.48,1.02,37,35.67%,35%,15%,1099,US$41.27 ,US$44.24 ,US$44.40 ,US$44.59 ,59.48,C,B-,C,A-,C,C+,C,5.35,5.18%,43.18%,226.64,5.41%,0.38%
DBAW,Xtrackers MSCI All World ex US Hedged Equity Fund,Equity,"US$96,261,961.00 ",7.39%,"27,906",US$26.02 ,0.19%,No,No,1.01%,5.43%,-5.70%,26.99%,28.10%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$31,356,546.50)","US$22,577,182.50 ","US$87,547,170.68 ",Foreign Large Cap Equities,23/1/2014,0.40%,N/A,US$0.71 ,19/12/2018,US$0.44 ,2.75%,12.15,0.74,1457,10.27%,35%,15%,1099,US$24.57 ,US$26.18 ,US$25.98 ,US$26.04 ,60.53,A,A-,B+,N/A,N/A,A-,A,6.04,25.13%,67.78%,206.08,8.69%,5.25%
GAMR,ETFMG Video Game Tech ETF,Equity,"US$95,289,525.00 ",8.92%,"16,955",US$42.37 ,-0.73%,No,No,-0.49%,5.98%,-16.27%,N/A,N/A,"(US$4,263,340.00)","(US$4,263,340.00)","(US$4,263,340.00)","US$18,617,555.00 ","US$104,370,625.00 ","US$104,370,625.00 ",Global Equities,9/3/2016,0.82%,N/A,US$0.61 ,24/12/2018,US$0.12 ,1.45%,16.9,1.05,79,27.02%,39%,20%,1099,US$40.24 ,US$43.09 ,N/A,N/A,56.11,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.88,18.86%,29.95%,13.93,3.65%,0.86%
DINT,Davis Select International ETF,Equity,"US$93,000,550.00 ",12.07%,"42,329",US$16.90 ,-0.53%,No,No,1.08%,9.24%,N/A,N/A,N/A,"US$15,465,578.50 ","US$1,658,050.00 ","US$5,683,865.00 ","US$96,611,026.50 ","US$96,611,026.50 ","US$96,611,026.50 ",Global Equities,1/3/2018,0.75%,N/A,US$0.06 ,26/12/2018,US$0.06 ,0.37%,9.6,0.86,32,54.50%,39%,20%,1099,US$15.42 ,US$17.17 ,US$16.87 ,US$16.95 ,62.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.1,3.50%,35.77%,325.44,4.74%,8.59%
JDST,Direxion Daily Junior Gold Miners Index Bear 3X Shares,Equity,"US$83,196,806.00 ",-24.45%,"535,003",US$37.98 ,1.04%,Yes,3x,-19.24%,-15.77%,-25.89%,-99.32%,-99.86%,"US$31,224,467.50 ","US$33,455,173.50 ","US$20,165,155.50 ","(US$67,636,858.50)","US$16,316,012.98 ","US$7,892,533.91 ",Leveraged Equities,3/10/2013,1.10%,N/A,US$0.29 ,27/12/2018,US$0.09 ,0.76%,0,0.78,69,44.96%,35%,15%,1099,US$38.00 ,US$55.79 ,US$37.16 ,US$39.33 ,33.7,N/A,A+,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLCN,Reality Shares Nasdaq NexGen Economy ETF,Equity,"US$75,484,966.00 ",11.31%,"17,965",US$21.59 ,0.42%,No,No,0.96%,9.62%,-10.46%,N/A,N/A,"(US$5,837,941.00)",US$0.00 ,"(US$1,053,913.50)","(US$20,332,411.25)","US$80,507,580.00 ","US$80,507,580.00 ",Large Cap Blend Equities,17/1/2018,0.68%,N/A,US$0.22 ,26/12/2018,US$0.07 ,1.05%,13.16,1,61,22.03%,39%,20%,1099,US$19.68 ,US$21.71 ,US$21.43 ,US$21.69 ,60.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.62,48.04%,53.02%,25.12,4.33%,4.62%
FAN,First Trust ISE Global Wind Energy Index Fund,Equity,"US$73,166,094.00 ",12.83%,"22,995",US$12.93 ,0.78%,No,No,4.27%,12.29%,-2.87%,33.35%,32.98%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$18,378,713.00)","US$22,828,614.50 ","(US$19,910,987.98)",Alternative Energy Equities,16/6/2008,0.60%,N/A,US$0.31 ,18/12/2018,US$0.06 ,2.40%,13.93,0.87,44,54.73%,35%,15%,1099,US$11.39 ,US$12.88 ,US$12.90 ,US$12.96 ,72.95,A+,B+,A,A-,A-,A-,A-,6.76,96.52%,88.44%,931.37,19.72%,49.77%
COPX,Global X Copper Miners ETF,Equity,"US$68,080,556.00 ",11.09%,"20,416",US$20.34 ,-0.73%,No,No,3.93%,9.35%,-26.03%,113.00%,-16.92%,US$0.00 ,US$0.00 ,US$0.00 ,"US$4,452,271.00 ","US$51,782,435.50 ","US$56,997,441.57 ",Materials,19/4/2010,0.65%,2 Platforms,US$0.47 ,28/12/2018,US$0.47 ,2.31%,11.01,1.4,31,51.75%,35%,15%,1099,US$18.32 ,US$20.33 ,US$20.23 ,US$20.46 ,61.29,B,B+,B,B,C+,A,B-,4.26,9.09%,13.15%,671.1,4.75%,0.00%
SLX,VanEck Vectors Steel ETF,Equity,"US$64,712,375.00 ",12.43%,"26,865",US$39.17 ,-1.26%,No,No,0.88%,7.02%,-16.09%,145.05%,4.18%,US$0.00 ,US$0.00 ,US$0.00 ,"(US$77,928,052.50)","(US$51,211,799.00)","(US$73,638,027.00)",Materials,16/10/2006,0.56%,N/A,US$2.18 ,20/12/2018,US$2.18 ,5.57%,7.84,1.39,27,66.69%,35%,15%,1099,US$36.23 ,US$39.54 ,US$39.06 ,US$39.30 ,56.91,B+,B,B+,B+,B,A,C+,3.16,2.60%,1.41%,1268.11,13.04%,2.42%
SLVP,iShares MSCI Global Silver Miners ETF,Equity,"US$59,111,363.00 ",9.11%,"45,761",US$9.10 ,-0.44%,No,No,6.93%,4.60%,-14.47%,76.07%,-15.33%,"US$4,202,287.00 ",US$0.00 ,"US$4,202,287.00 ","US$9,708,584.00 ","US$51,235,398.00 ","US$65,580,398.00 ",Materials,31/1/2012,0.39%,Fidelity,US$0.11 ,18/12/2018,US$0.05 ,1.16%,20.42,0.13,39,70.32%,35%,15%,1099,US$8.05 ,US$9.13 ,US$8.93 ,US$9.22 ,66.17,B+,B,A,C+,B-,A-,B,4.11,4.65%,10.06%,397.19,0.00%,0.06%
KOL,VanEck Vectors Coal ETF,Equity,"US$58,107,188.00 ",12.42%,"25,711",US$14.12 ,-0.70%,No,No,1.22%,7.62%,-16.74%,167.62%,-3.76%,"(US$3,261,343.00)",US$0.00 ,"(US$1,375,501.00)","(US$38,157,537.50)","(US$30,745,922.00)","(US$41,540,963.50)",Energy Equities,10/1/2008,0.60%,N/A,US$0.82 ,20/12/2018,US$0.82 ,5.77%,7.4,0.99,26,58.97%,35%,15%,1099,US$12.98 ,US$14.27 ,US$14.08 ,US$14.17 ,60.19,B,B+,B-,C,A-,A,B-,4.63,47.39%,21.36%,1149.36,0.00%,0.19%
OGIG,O?™Shares Global Internet Giants ETF,Equity,"US$49,793,815.00 ",15.99%,"23,002",US$22.12 ,-0.09%,No,No,2.88%,13.09%,N/A,N/A,N/A,US$0.00 ,US$0.00 ,US$0.00 ,"US$54,985,020.25 ","US$54,985,020.25 ","US$54,985,020.25 ",Large Cap Growth Equities,5/6/2018,0.48%,N/A,US$0.00 ,N/A,N/A,0.00%,40.28,1.56,60,42.77%,39%,20%,1099,US$19.63 ,US$22.13 ,US$21.99 ,US$22.25 ,61.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.56,12.10%,19.60%,18.16,5.80%,3.61%
PBD,Invesco Global Clean Energy ETF,Equity,"US$49,035,458.00 ",12.19%,"12,150",US$11.69 ,-0.26%,No,No,1.96%,11.02%,-12.05%,21.77%,2.08%,"(US$1,098,017.00)",US$0.00 ,"(US$1,098,017.00)","(US$2,600,086.50)","(US$15,489,156.00)","(US$34,541,511.00)",Alternative Energy Equities,13/6/2007,0.75%,N/A,US$0.19 ,24/12/2018,US$0.10 ,1.68%,32.81,1.06,110,18.18%,35%,15%,1099,US$10.47 ,US$11.77 ,US$11.65 ,US$11.75 ,64.11,B+,A-,C,A-,B+,B+,A+,6.23,90.59%,74.09%,380.37,2.55%,50.17%
