Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FIDU,Fidelity MSCI Industrials Index ETF,Equity,"$385,693,225.00",11.60%,"112,379",$36.56,0.16%,No,No,2.44%,10.19%,-8.27%,51.05%,52.28%,"-$6,194,951.50",$0.00,"$1,754,027.50","-$149,970,401.50","$231,494,885.50","$295,184,960.50",Industrials Equities,2013-10-21,0.08%,Fidelity,$0.65,2018-12-21,$0.18,1.79%,20.04,1.12,345,37.43%,35%,15%,1099,$33.07,$36.82,$36.40,$36.75,61.51,N/A,N/A,A+,N/A,N/A,N/A,N/A,5.77,51.81%,58.32%,163.42,29.22%,3.16%
FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,Equity,"$335,685,416.00",12.53%,"949,284",$38.36,0.47%,No,No,2.38%,11.03%,-7.74%,61.49%,43.97%,"-$61,190,774.50","-$3,769,560.00","-$37,274,328.50","-$1,281,914,194.50","-$382,176,055.50","-$1,124,182,830.91",Industrials Equities,2007-05-08,0.62%,N/A,$0.40,2018-12-18,$0.19,1.05%,15.11,1.20,95,19.77%,35%,15%,1099,$34.48,$38.72,$38.18,$38.54,61.72,B+,A,C+,A-,B,B+,A-,5.3,25.30%,41.80%,178.01,9.63%,2.88%
FIW,First Trust ISE Water Index Fund,Equity,"$312,375,657.00",9.43%,"36,111",$48.05,-0.52%,No,No,2.02%,8.49%,-1.72%,70.21%,54.90%,"-$4,630,522.50",$0.00,"-$4,630,522.50","$13,897,190.00","$128,416,336.50","$62,284,376.10",Water Equities ,2007-05-11,0.56%,N/A,$0.32,2018-12-18,$0.11,0.68%,29.77,1.09,37,41.17%,35%,15%,1099,$44.27,$48.35,$47.80,$48.32,60.79,A,A-,A+,A+,A,B+,A-,5.36,75.96%,43.81%,92.9,3.54%,15.61%
EXI,iShares S&P Global Industrials ETF,Equity,"$213,377,625.00",9.65%,"28,405",$85.44,0.20%,No,No,1.85%,7.96%,-10.69%,40.42%,37.82%,"$16,069,422.50","$4,127,310.50","$12,240,921.50","-$50,528,679.50","$13,847,656.50","-$145,534,343.50",Industrials Equities,2006-09-21,0.47%,N/A,$1.72,2018-12-18,$0.61,2.04%,16.78,1.04,224,25.30%,35%,15%,1099,$78.84,$85.80,$85.18,$85.69,61.43,B-,A-,B,B,B+,C+,A,6.32,79.52%,76.56%,161.38,24.59%,5.67%
PIO,Invesco Global Water ETF,Equity,"$170,305,875.00",9.01%,"13,735",$25.16,-0.16%,No,No,1.76%,7.29%,-4.27%,33.23%,21.43%,"-$3,677,974.50","-$2,482,172.00","-$3,677,974.50","-$14,767,065.00","-$78,083,286.50","-$95,456,384.50",Mid Cap Growth Equities,2007-06-13,0.75%,N/A,$0.46,2018-12-24,$0.11,1.83%,20.00,0.95,46,55.90%,35%,15%,1099,$23.24,$25.37,$25.09,$25.27,62.48,B+,B+,B+,B+,A-,A,A,6.13,90.24%,70.70%,164.19,1.42%,18.18%
RGI,Invesco S&P 500® Equal Weight Industrials ETF,Equity,"$166,687,099.00",11.09%,"24,244",$114.74,0.09%,No,No,2.31%,9.46%,-7.69%,52.99%,55.50%,"-$11,084,855.00","-$5,577,292.50","-$11,084,855.00","-$98,564,056.00","$41,834,136.50","$38,509,254.00",Industrials Equities,2006-11-07,0.40%,Charles Schwab,$1.54,2018-12-24,$0.56,1.34%,18.54,1.16,70,16.01%,35%,15%,1099,$104.30,$115.69,$114.32,$115.36,60.73,A-,B,A-,B+,A+,B,B+,5.62,40.96%,52.76%,231.91,18.87%,3.90%
XTN,SPDR S&P Transportation ETF,Equity,"$157,142,546.00",13.17%,"27,174",$60.48,0.67%,No,No,2.35%,11.65%,-9.08%,56.03%,53.70%,"-$10,970,748.50","-$2,966,760.00","-$5,677,417.00","-$53,385,452.50","-$64,262,148.00","$14,123,594.50",Transportation Equities,2011-01-26,0.35%,N/A,$0.53,2018-12-24,$0.14,0.87%,13.11,1.31,43,27.16%,35%,15%,1099,$54.41,$61.32,$60.16,$60.80,59.11,A,A-,A+,A+,A-,A-,A+,4.46,9.64%,17.51%,439.98,0.00%,0.11%
PAVE,Global X US Infrastructure Development ETF,Equity,"$120,798,515.00",12.33%,"91,587",$15.12,0.60%,No,No,2.16%,9.96%,-12.03%,N/A,N/A,"-$3,431,644.50",$0.00,"-$720,212.50","$64,039,138.00","$130,956,855.50","$130,956,855.50",Industrials Equities,2017-03-06,0.47%,N/A,$0.10,2018-12-28,$0.10,0.70%,13.90,1.30,94,30.12%,39%,20%,1099,$13.79,$15.21,$15.03,$15.18,59.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.14,19.28%,36.94%,466.35,4.82%,7.16%
AIRR,First Trust RBA American Industrial Renaissance ETF,Equity,"$116,731,620.00",9.82%,"51,806",$23.82,-0.42%,No,No,0.38%,6.67%,-13.59%,58.04%,N/A,"-$6,913,066.50","-$3,546,372.00","-$5,836,767.00","-$74,252,846.00","$75,862,462.50","$116,515,831.65",Building & Construction ,2014-03-10,0.70%,N/A,$0.09,2018-12-18,$0.05,0.39%,15.08,1.39,54,37.00%,35%,15%,1099,$22.53,$24.17,$23.65,$24.02,54.88,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.47,25.13%,17.71%,157.1,0.00%,8.85%
PSCI,Invesco S&P SmallCap Industrials ETF,Equity,"$96,090,839.00",11.17%,"15,076",$61.89,0.03%,No,No,1.99%,9.23%,-5.15%,56.65%,47.14%,"-$6,020,008.50","-$3,074,296.50","-$6,020,008.50","-$4,188,522.50","$14,213,699.00","-$33,668,171.00",Industrials Equities,2010-04-07,0.29%,N/A,$0.37,2018-12-24,$0.10,0.60%,22.22,1.31,98,22.16%,35%,15%,1099,$57.44,$62.64,N/A,N/A,57.36,A-,B+,A,A-,B-,A-,B+,4.67,10.84%,24.42%,163.59,9.50%,5.50%
PRN,Invesco DWA Industrials Momentum ETF,Equity,"$89,406,048.00",9.50%,"6,010",$55.79,0.40%,No,No,1.77%,9.24%,-12.16%,35.09%,23.93%,"-$5,265,047.50",$0.00,"-$5,265,047.50","-$16,218,690.50","$15,224,431.50","-$84,735,346.50",All Cap Equities,2006-10-12,0.60%,N/A,$0.15,2018-12-24,$0.05,0.27%,25.38,1.21,39,36.44%,35%,15%,1099,$51.19,$56.16,$55.64,$56.01,58.97,B,A-,B-,A,B-,A-,B,4.73,13.25%,26.13%,60.19,12.75%,4.39%
JETS,U.S. Global Jets ETF,Equity,"$85,092,975.00",10.99%,"41,302",$30.94,0.65%,No,No,3.01%,10.56%,-5.44%,40.76%,N/A,"-$8,787,400.00",$0.00,"-$8,787,400.00","-$11,559,385.00","$23,001,715.00","$68,735,875.00",Industrials Equities,2015-04-28,0.60%,N/A,$0.15,2018-12-28,$0.15,0.49%,13.16,1.19,34,70.66%,35%,15%,1099,$27.46,$31.23,$30.79,$31.12,60.68,C,B+,C+,N/A,N/A,C,C,3.44,2.41%,2.77%,844.87,8.58%,0.00%
RFEU,First Trust RiverFront Dynamic Europe ETF,Equity,"$74,410,164.00",8.38%,"17,203",$57.02,0.04%,No,No,1.31%,7.00%,-16.29%,N/A,N/A,"-$10,459,836.00",$0.00,$0.00,"-$41,305,374.50","$52,162,034.50","$52,162,034.50",Europe Equities,2016-04-13,0.83%,N/A,$1.49,2018-12-18,$0.08,2.62%,13.44,0.74,125,21.36%,39%,20%,1099,$53.46,$57.53,$56.90,$57.24,61.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.72,25.77%,87.51%,238.67,11.37%,4.91%
DFEN,Direxion Daily Aerospace & Defense Bull 3X Shares,Equity,"$58,264,531.00",40.02%,"74,029",$41.53,-0.02%,No,3x,9.55%,38.48%,-25.93%,N/A,N/A,$0.00,$0.00,$0.00,"-$10,351,326.50","$50,336,762.50","$50,336,762.50",Leveraged Equities,2017-05-03,0.97%,N/A,$0.32,2018-12-27,$0.08,0.76%,18.69,3.52,36,58.86%,39%,20%,1099,$28.78,$42.45,$41.01,$42.30,60.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.29,0.00%,41.45%,104.62,52.17%,0.15%
SEA,Invesco Shipping ETF,Equity,"$47,138,677.00",8.15%,"52,323",$8.89,-0.45%,No,No,-0.56%,2.60%,-22.44%,-9.77%,-44.98%,$0.00,$0.00,$0.00,"-$38,477,261.00","$42,238,831.00","-$13,514,785.00",Industrials Equities,2010-06-11,0.66%,N/A,$0.26,2018-12-24,$0.00,2.96%,69.69,1.10,26,63.37%,35%,15%,1099,$8.68,$9.07,$8.85,$8.95,50.24,A+,A,A-,A-,A+,A+,A,N/A,N/A,N/A,N/A,N/A,N/A
EVX,VanEck Vectors Environmental Services ETF,Equity,"$22,982,032.00",10.87%,"1,305",$92.31,0.26%,No,No,1.50%,9.95%,3.74%,63.68%,55.05%,$0.00,$0.00,$0.00,"$4,830,055.00","$628,406.50","-$2,722,738.50",Industrials Equities,2006-10-16,0.55%,N/A,$0.32,2018-12-20,$0.32,0.34%,20.17,0.91,23,63.71%,35%,15%,1099,$84.36,$93.37,$92.26,$92.33,61.56,C+,C+,B,B-,A,B+,C,4.2,6.02%,11.69%,756.15,0.00%,16.24%
JHMI,John Hancock Multi-Factor Industrials ETF,Equity,"$22,972,111.00",11.49%,"1,240",$33.77,0.33%,No,No,2.33%,10.18%,-6.56%,N/A,N/A,"-$943,010.40",$0.00,"-$638,606.20","-$5,454,263.10","$13,437,441.90","$13,437,441.90",Industrials Equities,2016-03-28,0.40%,N/A,$0.62,2018-12-24,$0.45,1.83%,20.68,1.23,192,16.98%,39%,20%,1099,$30.50,$34.04,$33.74,$33.79,62.20,N/A,N/A,B,N/A,N/A,N/A,N/A,5.52,34.94%,49.48%,169.31,15.34%,3.21%
UXI,ProShares Ultra Industrials,Equity,"$17,919,068.00",24.51%,"1,885",$65.11,0.46%,No,2x,3.82%,21.39%,-18.37%,112.29%,108.92%,$0.00,$0.00,$0.00,"-$10,696,491.75","-$13,528,936.94","-$33,572,935.35",Leveraged Equities,2007-01-30,0.95%,N/A,$0.19,2018-12-26,$0.14,0.30%,17.68,2.31,220,32.28%,35%,15%,1099,$53.34,$66.16,$64.71,$65.71,60.76,B+,C+,C,B,A,N/A,N/A,5.91,0.00%,63.08%,138.17,23.29%,2.60%
TPOR,Direxion Daily Transportation Bull 3X Shares,Equity,"$12,471,077.00",32.15%,"23,295",$24.91,1.88%,No,3x,5.60%,30.76%,-31.48%,N/A,N/A,"$6,678,850.00","$1,174,137.50","$6,678,850.00","$14,363,130.50","$15,908,695.50","$15,908,695.50",Leveraged Equities,2017-05-03,1.02%,N/A,$0.23,2018-12-27,$0.06,0.94%,15.56,3.84,21,70.16%,39%,20%,1099,$18.98,$25.57,$24.73,$25.20,55.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DUSL,Direxion Daily Industrials Bull 3X Shares,Equity,"$5,412,437.00",38.54%,"10,039",$27.03,0.26%,No,3x,7.60%,32.44%,-35.37%,N/A,N/A,$0.00,$0.00,$0.00,"-$3,317,560.50","$2,226,420.50","$2,226,420.50",Leveraged Equities,2017-05-03,1.08%,N/A,$0.28,2018-12-27,$0.14,1.05%,0.00,3.54,2,100.00%,39%,20%,1099,$20.00,$27.41,$26.73,$27.44,59.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EDOM,WisdomTree Europe Local Recovery Fund,Equity,"$4,739,307.00",7.27%,"1,437",$23.61,-0.25%,No,No,-0.90%,5.05%,-25.38%,17.46%,N/A,$0.00,$0.00,$0.00,"-$15,230,686.00","$5,505,565.05","$5,505,565.05",Europe Equities,2015-10-29,0.48%,N/A,$1.92,2018-12-24,$0.10,8.08%,13.95,1.00,277,12.20%,39%,20%,1099,$22.49,$24.04,$23.59,$23.65,55.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.21,9.31%,73.48%,168.35,2.93%,4.76%
TBLU,Tortoise Water Fund,Equity,"$4,172,865.00",8.90%,658,$27.96,0.25%,No,No,1.69%,7.75%,-5.90%,N/A,N/A,$0.00,$0.00,$0.00,"$16,780.00","$1,494,445.00","$1,494,445.00",Water Equities ,2017-02-15,0.40%,N/A,$0.35,2018-12-28,$0.10,1.26%,18.40,0.73,38,58.67%,39%,20%,1099,$25.95,$28.15,$27.94,$27.99,64.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.88,88.15%,62.19%,252.21,0.00%,24.43%
SIJ,ProShares Ultra Short Industrials,Equity,"$2,966,948.00",-20.98%,"12,382",$15.97,-0.31%,Yes,2x,-4.08%,-18.06%,5.87%,-64.35%,-71.61%,"$849,959.00","$415,852.75","$849,959.00","$1,287,331.25","$2,727,441.75","$6,215,008.63",Leveraged Equities,2007-01-30,0.95%,N/A,$0.08,2018-12-26,$0.04,0.49%,0.00,-2.22,219,32.96%,35%,15%,1099,$15.55,$19.55,$15.83,$16.07,38.32,B,C+,A-,A-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XKFF,SPDR Kensho Final Frontiers ETF,Equity,"$2,901,693.00",12.11%,331,$29.00,0.31%,No,No,3.36%,11.55%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$29,395.50","$29,395.50","$29,395.50",Industrials Equities,2018-10-22,0.45%,N/A,$0.04,2018-12-24,$0.04,0.14%,18.40,1.03,32,45.19%,39%,20%,1099,$25.55,$29.18,$28.95,$29.10,63.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XLTY,Cushing Transportation & MLP ETF,Equity,"$2,454,530.00",10.84%,N/A,$24.62,0.78%,No,No,1.90%,8.70%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Transportation Equities,2018-12-06,0.65%,N/A,$0.15,2019-01-17,$0.07,0.62%,0.00,0.00,29,55.78%,39%,20%,1099,$22.77,$24.82,$24.61,$24.64,53.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTXR,First Trust Nasdaq Transportation ETF,Equity,"$2,380,111.00",10.62%,"1,139",$23.94,1.53%,No,No,3.40%,10.52%,-7.97%,N/A,N/A,$0.00,$0.00,$0.00,"-$87,081.00","-$156,855.50","-$156,855.50",Transportation Equities,2016-09-21,0.60%,N/A,$0.38,2018-12-18,$0.11,1.59%,11.48,1.05,31,62.19%,39%,20%,1099,$20.58,$24.14,$23.84,$23.99,57.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.79,14.46%,27.76%,462.68,0.00%,2.12%
CHII,Global X MSCI China Industrials ETF,Equity,"$2,132,230.00",6.74%,792,$14.01,0.07%,No,No,1.60%,7.32%,-8.40%,41.07%,39.34%,$0.00,$0.00,$0.00,"-$1,374,684.50","-$2,063,489.00","-$1,704,989.00",China Equities,2009-11-30,0.65%,2 Platforms,$0.34,2018-12-28,$0.34,2.39%,9.06,1.10,81,50.40%,35%,15%,1099,$13.00,$14.09,$14.00,$14.01,60.74,C,B-,B-,C,C+,A,B-,2.14,1.20%,0.10%,1641.97,5.11%,10.83%
