Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
XPH,SPDR S&P Pharmaceuticals ETF,Equity,"$244,141,081.00",10.27%,"89,732",$40.38,0.62%,No,No,1.43%,7.51%,-10.04%,-4.30%,-4.57%,"-$30,882,400.00","-$5,945,286.00","-$25,525,598.00","-$114,636,216.50","-$244,262,702.00","-$518,694,702.30",Health & Biotech Equities,2006-06-19,0.35%,N/A,$0.24,2018-12-24,$0.11,0.60%,10.87,1.37,45,46.27%,35%,15%,1099,$38.12,$40.67,N/A,N/A,53.50,B,B,A-,B,B,A,C+,4.54,32.35%,19.24%,38.76,0.00%,4.57%
PPH,VanEck Vectors Pharmaceutical ETF,Equity,"$217,969,725.00",7.85%,"62,935",$59.09,0.84%,No,No,3.02%,5.48%,-2.45%,4.27%,20.33%,"-$25,662,969.50","-$20,064,562.00","-$22,899,649.00","-$30,303,766.50","-$139,873,903.00","-$98,421,530.00",Health & Biotech Equities,2011-12-20,0.35%,N/A,$1.08,2018-12-27,$0.20,1.85%,23.24,0.96,25,50.22%,35%,15%,1099,$56.05,$58.61,$58.66,$59.36,56.76,A-,A-,A-,C+,A+,A,C,5.08,71.08%,35.22%,35.36,0.00%,13.17%
PTH,Invesco DWA Healthcare Momentum ETF,Equity,"$199,788,875.00",12.24%,"33,748",$79.89,-0.04%,No,No,1.98%,13.37%,0.72%,82.48%,62.87%,"-$3,613,293.50",$0.00,"-$3,613,293.50","$65,143,283.00","-$27,690,359.50","$130,459,718.50",Health & Biotech Equities,2006-10-12,0.60%,N/A,$0.00,2013-12-20,$0.03,0.00%,-78.54,1.46,46,40.39%,35%,15%,1099,$71.30,$80.95,N/A,N/A,57.66,B+,B-,C+,B+,A,B+,A-,4.14,13.73%,10.68%,31.06,0.00%,0.01%
SBIO,ALPS Medical Breakthroughs ETF,Equity,"$181,298,844.00",13.93%,"79,042",$32.06,0.03%,No,No,0.60%,9.79%,-8.05%,46.99%,N/A,"-$5,892,495.00",$0.00,"-$4,480,961.00","$53,716,101.50","$60,810,959.50","$220,297,631.62",Health & Biotech Equities,2014-12-30,0.50%,N/A,$0.78,2018-12-20,$0.78,2.45%,12.55,1.69,70,44.90%,35%,15%,1099,$30.03,$33.28,$31.85,$32.20,53.85,N/A,N/A,B-,N/A,N/A,N/A,N/A,3.72,5.39%,4.77%,28.33,0.00%,0.00%
CURE,Direxion Daily Healthcare Bull 3x Shares,Equity,"$165,752,077.00",14.08%,"263,960",$54.29,0.31%,No,3x,6.10%,16.88%,-2.40%,112.47%,211.54%,"$9,966,007.50","$87,925.50","$7,585,064.50","-$7,705,955.00","-$191,007,992.00","-$41,031,817.21",Leveraged Equities,2011-06-15,1.09%,N/A,$0.33,2018-12-27,$0.14,0.62%,17.18,2.96,2,100.00%,35%,15%,1099,$46.06,$54.41,$53.49,$54.87,55.49,A-,A-,A-,B-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XHS,SPDR S&P Health Care Services ETF,Equity,"$132,163,937.00",11.07%,"25,574",$69.52,0.00%,No,No,1.05%,10.47%,5.79%,33.22%,55.78%,"-$3,144,768.00",$0.00,"-$3,144,768.00","$37,086,771.00","-$68,700,124.50","$37,604,230.00",Health & Biotech Equities,2011-09-28,0.35%,N/A,$0.21,2018-12-24,$0.08,0.31%,16.22,1.04,48,26.84%,35%,15%,1099,$63.08,$70.76,$68.79,$69.89,57.21,A,C+,A-,A,A-,A+,B,5.58,87.75%,51.27%,22.18,0.00%,0.00%
RXL,ProShares Ultra Health Care,Equity,"$122,816,294.00",12.57%,"26,276",$102.35,0.04%,No,2x,4.27%,12.93%,3.09%,88.96%,148.86%,"-$4,397,002.75",$0.00,"-$4,397,002.75","$4,118,831.75","-$40,686,848.00","-$58,203,348.00",Leveraged Equities,2007-01-30,0.95%,N/A,$0.29,2018-12-26,$0.12,0.30%,17.45,2.04,126,46.93%,35%,15%,1099,$90.75,$102.61,$101.49,$102.84,56.88,A-,B,B-,B,B+,N/A,N/A,4.58,0.00%,20.11%,21.62,0.02%,14.44%
LABD,Direxion Daily S&P Biotech Bear 3x Shares,Equity,"$112,508,792.00",-41.91%,"2,538,587",$24.85,-1.31%,Yes,3x,-6.58%,-32.31%,-22.06%,-96.46%,N/A,"$97,218,805.50","-$16,436,084.00","$80,096,362.50","-$33,369,319.86","$208,267,986.14","$199,818,413.64",Leveraged Equities,2015-05-28,1.11%,N/A,$0.34,2018-12-27,$0.19,1.37%,0.00,-6.27,119,16.90%,35%,15%,1099,$23.13,$33.81,$24.31,$25.63,40.29,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHMH,John Hancock Multi-Factor Health Care ETF,Equity,"$69,822,606.00",7.45%,"13,471",$33.89,-0.03%,No,No,1.89%,7.72%,2.67%,45.62%,N/A,"$8,622,687.50","$668,831.40","$8,622,687.50","$29,942,274.50","$46,781,482.00","$55,790,523.50",Health & Biotech Equities,2015-09-28,0.40%,N/A,$0.25,2018-12-24,$0.14,0.74%,30.02,1.08,108,35.95%,39%,20%,1099,$31.56,$34.13,$33.78,$34.00,58.45,N/A,N/A,B-,N/A,N/A,N/A,N/A,4.57,34.80%,19.74%,21.41,0.00%,14.30%
BTEC,Principal Healthcare Innovators Index ETF,Equity,"$54,100,160.00",19.13%,"2,518",$32.88,0.64%,No,No,4.45%,15.25%,-2.72%,N/A,N/A,"$1,512,710.00",$0.00,"$1,512,710.00","$959,383.50","$47,771,108.50","$47,771,108.50",Health & Biotech Equities,2016-08-19,0.42%,N/A,$0.00,N/A,N/A,0.00%,26.17,1.60,195,30.22%,39%,20%,1099,$27.54,$34.13,$32.65,$33.00,60.20,N/A,N/A,B+,N/A,N/A,N/A,N/A,3.88,9.31%,6.71%,27.45,0.45%,7.78%
CNCR,Loncar Cancer Immunotherapy ETF,Equity,"$41,930,200.00",10.55%,"17,958",$20.86,0.97%,No,No,2.53%,7.14%,-25.58%,2.10%,N/A,"$1,020,855.00",$0.00,"$1,947,620.00","$10,500,475.00","$33,499,385.00","$52,984,115.00",Health & Biotech Equities,2015-10-13,0.79%,N/A,$0.00,2017-12-28,$0.35,0.00%,14.87,1.97,26,46.68%,39%,20%,1099,$19.49,$21.35,$20.71,$21.01,54.98,N/A,N/A,C,N/A,N/A,N/A,N/A,4.74,47.55%,26.36%,24.79,3.81%,4.83%
UBIO,ProShares UltraPro Nasdaq Biotechnology,Equity,"$34,833,330.00",44.85%,"77,819",$28.97,1.61%,No,3x,2.11%,21.88%,-28.33%,7.34%,N/A,"-$1,419,733.00",$0.00,"-$1,419,733.00","-$3,679,407.00","-$16,941,949.50","$52,698,159.17",Leveraged Equities,2015-06-22,0.95%,N/A,$0.00,N/A,N/A,0.00%,15.05,4.39,222,53.01%,35%,15%,1099,$24.78,$29.88,$28.42,$29.31,56.61,N/A,B+,B+,N/A,N/A,N/A,N/A,4.78,0.00%,27.61%,23.14,0.00%,30.20%
KURE,KraneShares MSCI All China Health Care Index ETF,Equity,"$32,442,891.00",11.01%,"15,135",$19.15,2.46%,No,No,2.45%,12.19%,-22.37%,N/A,N/A,"-$1,864,851.00",$0.00,"-$1,864,851.00","$41,839,583.84","$41,839,583.84","$41,839,583.84",China Equities,2018-02-01,0.82%,N/A,$0.04,2018-12-26,$0.04,0.21%,21.68,1.36,59,46.39%,39%,20%,1099,$16.90,$19.26,$18.93,$19.27,55.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.3,25.83%,2.06%,35.4,0.00%,13.68%
BBP,Virtus LifeSci Biotech Products ETF,Equity,"$28,955,628.00",18.45%,"4,135",$41.34,0.44%,No,No,1.80%,13.23%,-4.70%,72.62%,N/A,$0.00,$0.00,$0.00,"-$8,157,775.00","-$2,582,596.50","$18,337,438.00",Health & Biotech Equities,2014-12-16,0.79%,N/A,$0.00,2017-12-20,$0.07,0.00%,18.10,1.60,43,27.68%,35%,15%,1099,$37.73,$41.84,$41.02,$41.50,60.77,N/A,N/A,C,N/A,N/A,N/A,N/A,4.09,13.24%,9.68%,27.28,0.00%,14.14%
BIS,ProShares UltraShort Nasdaq Biotechnology,Equity,"$28,542,426.00",-24.48%,"111,631",$17.44,-1.19%,Yes,2x,-1.66%,-14.40%,-8.39%,-60.32%,-79.71%,"$4,448,984.00",$0.00,"$5,600,477.50","-$3,655,977.00","-$47,982,604.50","$67,862,290.94",Leveraged Equities,2010-04-07,0.95%,N/A,$0.09,2018-12-26,$0.07,0.47%,0.00,-2.91,221,53.58%,35%,15%,1099,$16.92,$19.74,$17.31,$17.68,40.37,C+,A-,C,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BBC,Virtus LifeSci Biotech Clinical Trials ETF,Equity,"$26,454,332.00",8.14%,"12,811",$25.12,0.24%,No,No,1.37%,2.16%,-22.52%,32.25%,N/A,"-$2,521,796.50","-$1,231,674.50","-$2,521,796.50","-$2,915,832.00","$8,908,832.00","$34,016,182.50",Health & Biotech Equities,2014-12-16,0.79%,N/A,$0.00,2017-12-20,$0.30,0.00%,27.17,1.97,96,15.50%,35%,15%,1099,$23.76,$26.18,$24.98,$25.20,50.20,N/A,N/A,C,N/A,N/A,N/A,N/A,3.75,5.88%,5.09%,26.11,1.00%,0.00%
LNGR,Global X Longevity Thematic ETF,Equity,"$15,668,636.00",9.84%,"3,193",$20.84,0.29%,No,No,0.72%,7.48%,1.95%,N/A,N/A,$0.00,$0.00,$0.00,"$5,974,799.50","$12,477,652.00","$12,477,652.00",Health & Biotech Equities,2016-05-09,0.50%,N/A,$0.25,2018-12-28,$0.25,1.21%,25.62,1.07,98,33.61%,39%,20%,1099,$18.94,$21.30,$20.80,$20.91,60.42,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.74,48.53%,26.54%,25.85,0.00%,27.16%
SLIM,Obesity ETF,Equity,"$13,379,479.00",3.45%,"3,403",$33.25,0.21%,No,No,0.53%,4.17%,2.10%,N/A,N/A,"$3,331,968.00",$0.00,"$3,331,968.00","$10,615,963.00","$10,621,598.67","$10,621,598.67",Health & Biotech Equities,2016-06-08,0.35%,N/A,$0.14,2018-12-20,$0.01,0.44%,26.23,0.98,42,70.07%,39%,20%,1099,$31.87,$34.06,$33.10,$33.56,52.15,N/A,N/A,B,N/A,N/A,N/A,N/A,5.82,91.67%,59.99%,19.05,0.00%,36.28%
IEIH,iShares Evolved U.S. Innovative Healthcare ETF,Equity,"$5,120,257.00",8.70%,"1,985",$25.61,0.39%,No,No,2.09%,5.78%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$1,161,300.00","$1,161,300.00","$1,161,300.00",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.40,2018-12-17,$0.23,1.60%,26.29,1.31,203,56.20%,39%,20%,1099,$24.40,$25.66,$25.56,$25.64,58.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.05,69.12%,34.45%,27.01,0.07%,26.32%
ZBIO,ProShares UltraPro Short Nasdaq Biotechnology,Equity,"$4,998,654.00",-34.99%,"21,373",$14.29,-1.72%,Yes,3x,-2.66%,-21.05%,-21.91%,-81.17%,N/A,"$2,281,904.50",$0.00,"$2,281,904.50","$1,517,219.71","-$1,483,475.29","$4,518,524.71",Leveraged Equities,2015-06-22,0.95%,N/A,$0.00,2018-12-26,$0.01,0.03%,0.00,-5.10,221,53.58%,35%,15%,1099,$13.62,$17.25,$14.12,$14.59,40.04,N/A,N/A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,Equity,"$4,971,841.00",16.53%,"6,106",$24.81,0.12%,No,3x,2.22%,7.82%,-22.56%,N/A,N/A,"$1,177,684.50","$1,177,684.50","$1,177,684.50","$1,177,684.50","$3,066,729.12","$3,066,729.12",Leveraged Equities,2017-11-15,1.12%,N/A,$0.19,2018-12-27,$0.10,0.79%,12.67,2.74,30,46.97%,39%,20%,1099,$23.03,$25.91,$24.72,$24.85,50.50,N/A,C,B+,N/A,N/A,N/A,N/A,4.24,0.00%,12.58%,32.49,0.00%,13.64%
KMED,KraneShares Emerging Market Healthcare Index ETF,Equity,"$4,247,914.00",4.28%,"4,956",$21.21,-0.09%,No,No,0.81%,4.25%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$2,185,785.00","$2,185,785.00","$2,185,785.00",Health & Biotech Equities,2018-08-29,0.79%,N/A,$0.00,2018-12-26,$0.00,0.01%,0.00,1.32,67,35.92%,N/A,N/A,N/A,$20.06,$21.28,$21.18,$21.22,53.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.21,2.94%,1.62%,45.96,0.00%,4.98%
IEHS,iShares Evolved U.S. Healthcare Staples ETF,Equity,"$4,222,065.00",7.49%,"7,106",$28.13,-0.53%,No,No,1.48%,8.86%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"-$167,482.00","-$167,482.00","-$167,482.00",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.37,2018-12-17,$0.26,1.32%,29.85,1.12,156,49.16%,39%,20%,1099,$25.72,$28.54,$28.05,$28.19,58.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.08,12.75%,9.56%,18.63,1.03%,6.83%
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$4,102,637.00",6.56%,"1,768",$20.47,0.44%,No,No,2.35%,6.50%,-8.98%,N/A,N/A,$0.00,$0.00,$0.00,"$2,126,277.50","$2,130,434.00","$2,130,434.00",Health & Biotech Equities,2016-09-21,0.60%,N/A,$0.18,2018-12-18,$0.04,0.88%,32.29,1.29,30,60.66%,39%,20%,1099,$19.22,$20.71,$20.47,$20.47,52.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.35,19.61%,15.10%,36.98,0.00%,9.38%
